EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,HIRE_DATE,JOB_TITLE,DEPARTMENT,STORE_ID,MANAGER_ID,SALARY,IS_ACTIVE
233,Abdullah,Raza,abdullah.raza@company.com,+92-318-2370215,2023-06-23,Supervisor,Operations,55,,97237,True
234,Hussein,Saeed,hussein.saeed@company.com,+92-321-2339094,2022-06-19,Sales Associate,Sales,39,,41068,False
235,Sadia,Rashid,sadia.rashid@company.com,+92-342-5129648,2023-11-14,Customer Service,Customer Service,12,,51996,True
236,Amaan,Nadeem,amaan.nadeem@company.com,+92-329-1982373,2022-07-04,Supervisor,Management,57,187.0,98111,True
237,Abdullah,Rehman,abdullah.rehman@company.com,+92-329-8688167,2021-06-14,Manager,Inventory,51,,127487,True
238,Sana,Rehman,sana.rehman@company.com,+92-333-3917767,2021-04-24,Customer Service,Management,16,,39578,True
239,Abdullah,Zahid,abdullah.zahid@company.com,+92-340-7716371,2024-11-26,Manager,Inventory,29,,135184,True
240,Maryam,Hashmi,maryam.hashmi@company.com,+92-314-7164321,2023-04-18,Sales Associate,Sales,65,80.0,42445,True
241,Sumaya,Naqvi,sumaya.naqvi@company.com,+92-334-3344304,2024-01-10,Cashier,Management,2,290.0,38304,True
242,Yusuf,Raza,yusuf.raza@company.com,+92-341-1045964,2025-08-02,Stock Clerk,Sales,61,97.0,54214,True
243,Ayan,Rehman,ayan.rehman@company.com,+92-305-2059179,2023-02-25,Customer Service,Management,42,,59015,True
244,Sumaya,Siddiqui,sumaya.siddiqui@company.com,+92-318-3817800,2025-05-12,Sales Associate,Customer Service,56,,44190,True
245,Hafsa,Akhtar,hafsa.akhtar@company.com,+92-337-8073887,2023-05-17,Supervisor,Customer Service,12,,77928,True
246,Mahnoor,Zahid,mahnoor.zahid@company.com,+92-316-4422508,2024-12-17,Stock Clerk,Customer Service,36,,49083,True
247,Hafsa,Waseem,hafsa.waseem@company.com,+92-314-3872988,2021-01-07,Supervisor,Sales,24,,82083,True
248,Ali,Nadeem,ali.nadeem@company.com,+92-309-9495701,2024-09-27,Manager,Operations,74,,101266,False
249,Mariam,Rizvi,mariam.rizvi@company.com,+92-318-7269371,2021-08-16,Sales Associate,Operations,73,190.0,52093,True
250,Mahnoor,Raza,mahnoor.raza@company.com,+92-341-8414237,2023-03-31,Customer Service,Customer Service,27,18.0,48835,True
251,Hafsa,Zahid,hafsa.zahid@company.com,+92-328-5539643,2024-01-04,Stock Clerk,Customer Service,37,,33899,True
252,Ahmed,Naqvi,ahmed.naqvi@company.com,+92-327-1737765,2022-12-19,Sales Associate,Customer Service,3,229.0,48947,True
253,Yusuf,Tariq,yusuf.tariq@company.com,+92-327-3945873,2021-07-29,Cashier,Sales,52,177.0,44110,True
254,Hania,Hassan,hania.hassan@company.com,+92-318-6338717,2024-08-09,Cashier,Sales,61,,56630,True
255,Jannat,Tariq,jannat.tariq@company.com,+92-304-2738750,2020-10-30,Sales Associate,Customer Service,13,18.0,58630,True
256,Ibrahim,Saleem,ibrahim.saleem@company.com,+92-336-2282165,2024-06-30,Customer Service,Inventory,16,,34282,True
257,Bilal,Hassan,bilal.hassan@company.com,+92-331-9524618,2022-04-12,Manager,Sales,38,,116196,True
258,Rabia,Waseem,rabia.waseem@company.com,+92-316-3103815,2025-07-03,Customer Service,Sales,27,127.0,47676,True
259,Muhammad,Naqvi,muhammad.naqvi@company.com,+92-348-3502349,2024-02-27,Sales Associate,Inventory,71,,58090,False
260,Mariam,Iqbal,mariam.iqbal@company.com,+92-321-2820003,2021-08-25,Cashier,Customer Service,24,,50511,True
261,Mariam,Saleem,mariam.saleem@company.com,+92-317-4314985,2021-01-15,Stock Clerk,Operations,32,164.0,30165,True
262,Sana,Hashmi,sana.hashmi@company.com,+92-310-5213226,2024-09-05,Manager,Management,51,,93733,True
263,Sana,Saleem,sana.saleem@company.com,+92-320-6153637,2021-01-02,Sales Associate,Customer Service,64,,51796,True
264,Amina,Abbas,amina.abbas@company.com,+92-306-2533547,2025-01-17,Sales Associate,Management,64,15.0,56297,True
265,Hassan,Rizwan,hassan.rizwan@company.com,+92-313-6695167,2022-06-09,Stock Clerk,Sales,59,,39870,False
266,Ibrahim,Naeem,ibrahim.naeem@company.com,+92-328-6755625,2024-09-27,Sales Associate,Operations,25,,44014,False
267,Sumaya,Iqbal,sumaya.iqbal@company.com,+92-347-2940993,2023-12-30,Manager,Management,72,,144232,True
268,Zoya,Hassan,zoya.hassan@company.com,+92-346-8665228,2025-05-13,Manager,Sales,2,,83776,False
269,Rabia,Zahid,rabia.zahid@company.com,+92-310-3006647,2023-06-06,Supervisor,Customer Service,14,,93255,True
270,Shahzad,Farooq,shahzad.farooq@company.com,+92-331-2824974,2022-07-03,Cashier,Operations,57,,44436,False
271,Zain,Siddiqui,zain.siddiqui@company.com,+92-333-8453418,2023-08-14,Cashier,Management,75,,39274,True
272,Sumaya,Hussain,sumaya.hussain@company.com,+92-315-3927112,2023-11-23,Customer Service,Customer Service,42,,49748,True
273,Amina,Hashmi,amina.hashmi@company.com,+92-318-7376662,2023-02-17,Customer Service,Management,5,,37181,True
274,Shahzad,Tariq,shahzad.tariq@company.com,+92-304-1091515,2020-11-11,Sales Associate,Inventory,13,290.0,36803,True
275,Haris,Naeem,haris.naeem@company.com,+92-312-8737159,2025-04-21,Manager,Management,35,,139112,False
276,Maryam,Ahmed,maryam.ahmed@company.com,+92-307-3530261,2022-07-05,Manager,Sales,66,,96990,False
277,Bilal,Ahmed,bilal.ahmed@company.com,+92-332-1272142,2024-02-08,Customer Service,Inventory,74,,32960,False
278,Sana,Khan,sana.khan@company.com,+92-336-9194625,2020-11-23,Manager,Customer Service,14,,130501,True
279,Jannat,Zahid,jannat.zahid@company.com,+92-310-2537926,2020-11-06,Supervisor,Management,15,,83828,True
280,Alina,Saeed,alina.saeed@company.com,+92-339-5281277,2023-06-20,Supervisor,Operations,50,6.0,72902,False
281,Zayan,Saleem,zayan.saleem@company.com,+92-321-2741334,2025-01-30,Stock Clerk,Management,59,,57294,True
282,Amaan,Raza,amaan.raza@company.com,+92-302-6346533,2024-11-16,Stock Clerk,Operations,1,,35967,True
283,Zoya,Rizvi,zoya.rizvi@company.com,+92-320-9662640,2021-06-13,Manager,Customer Service,29,,131082,True
284,Ayan,Akhtar,ayan.akhtar@company.com,+92-307-4201831,2021-12-24,Supervisor,Management,65,97.0,97683,True
285,Rabia,Zaidi,rabia.zaidi@company.com,+92-341-7623988,2023-07-30,Stock Clerk,Sales,38,290.0,38581,True
286,Amina,Zaidi,amina.zaidi@company.com,+92-309-9058445,2023-05-13,Customer Service,Operations,34,257.0,41152,True
287,Khadija,Saeed,khadija.saeed@company.com,+92-317-2081677,2025-07-02,Stock Clerk,Inventory,3,,45880,True
288,Hania,Malik,hania.malik@company.com,+92-330-4621655,2022-12-15,Customer Service,Sales,59,85.0,44736,False
289,Mahnoor,Akhtar,mahnoor.akhtar@company.com,+92-326-7732958,2022-01-26,Cashier,Operations,18,,43588,True
290,Amaan,Ali,amaan.ali@company.com,+92-345-4403106,2023-09-21,Manager,Customer Service,11,,89393,True
291,Zoya,Shah,zoya.shah@company.com,+92-329-9799029,2025-07-16,Stock Clerk,Sales,58,,51708,True
292,Sana,Hussain,sana.hussain@company.com,+92-347-7885815,2022-01-28,Supervisor,Inventory,25,,68401,True
293,Ali,Shah,ali.shah@company.com,+92-331-4095358,2021-07-05,Manager,Customer Service,75,,131317,True
294,Sadia,Hussain,sadia.hussain@company.com,+92-338-5335206,2025-07-25,Cashier,Customer Service,72,18.0,43190,True
295,Zain,Naqvi,zain.naqvi@company.com,+92-349-5642953,2021-01-26,Cashier,Inventory,3,,58668,True
296,Usman,Zaidi,usman.zaidi@company.com,+92-329-9118564,2022-02-13,Stock Clerk,Management,56,,41324,True
297,Zoya,Waseem,zoya.waseem@company.com,+92-332-7928626,2024-07-12,Stock Clerk,Operations,40,,33795,True
298,Alina,Rashid,alina.rashid@company.com,+92-318-6917249,2020-10-20,Supervisor,Sales,21,290.0,63459,False
299,Hassan,Hashmi,hassan.hashmi@company.com,+92-340-6330462,2023-09-04,Supervisor,Inventory,38,,81996,True
300,Abdullah,Khan,abdullah.khan@company.com,+92-310-3937936,2022-12-27,Customer Service,Inventory,54,,59447,True
