ORDER_ID,CUSTOMER_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,REQUIRED_DATE,SHIP_DATE,ORDER_STATUS,SHIP_METHOD,SHIPPING_ADDRESS_ID,TOTAL_AMOUNT,TAX_AMOUNT,SHIPPING_COST,DISCOUNT_AMOUNT,FINAL_AMOUNT,PAYMENT_METHOD,PAYMENT_STATUS,NOTES
3099,803,42,243,2024-04-23,2024-04-27,2024-04-29,Delivered,Same Day,,165874.58,24881.19,406,28336.42,162825.34,JazzCash,Completed,Order placed by Zayan Malik
3100,30,32,52,2024-06-10,2024-06-14,,Pending,Standard,,18065.74,2709.86,86,2434.26,18427.34,JazzCash,Pending,Order placed by Sumaya Rehman
3101,1100,61,254,2025-04-26,2025-05-02,2025-04-28,Delivered,Standard,,521665.59,78249.84,465,71467.41,528913.02,Cash,Completed,Order placed by Sadia Waseem
3102,844,58,291,2025-01-02,2025-01-13,2025-01-04,Shipped,Express,,19745.79,2961.87,93,3818.21,18982.46,Debit Card,Completed,Order placed by Maryam Malik
3103,314,61,112,2025-06-10,2025-06-16,,Processing,Standard,,271155.02,40673.25,231,42204.98,269854.29,Mobile Banking,Pending,Order placed by Shahzad Jafri
3104,233,30,221,2025-04-23,2025-04-30,2025-04-29,Shipped,Same Day,,160840.53,24126.08,23,13259.47,171730.14,EasyPaisa,Completed,Order placed by Alina Abbas
3105,904,70,19,2025-02-11,2025-02-25,2025-02-17,Shipped,Pickup,,352227.76,52834.16,328,50390.24,354999.67,Credit Card,Completed,Order placed by Zoya Rizvi
3106,1302,6,58,2024-04-11,2024-04-25,2024-04-12,Shipped,Courier,,204161.82,30624.27,244,10085.18,224944.9,EasyPaisa,Completed,Order placed by Ayan Tariq
3107,1649,35,18,2024-04-19,2024-05-03,,Pending,Standard,,476573.87,71486.08,321,31132.13,517248.81,EasyPaisa,Pending,Order placed by Hassan Waseem
3108,984,65,284,2025-05-31,2025-06-01,2025-06-06,Shipped,Express,,199503.06,29925.46,125,23856.94,205696.58,Bank Transfer,Completed,Order placed by Haris Siddiqui
3109,516,26,83,2024-09-06,2024-09-17,,Pending,Pickup,,153686.6,23052.99,203,16962.4,159980.19,Cash,Pending,Order placed by Rabia Rehman
3110,1064,70,28,2025-06-19,2025-06-29,2025-06-22,Shipped,Pickup,,222100.66,33315.1,436,27794.34,228057.42,Credit Card,Completed,Order placed by Sadia Saeed
3111,610,56,206,2025-08-07,2025-08-20,2025-08-12,Shipped,Express,,218138.45,32720.77,350,26834.55,224374.67,Cash,Completed,Order placed by Ali Siddiqui
3112,1762,47,215,2024-01-02,2024-01-06,2024-01-06,Shipped,Standard,,303524.08,45528.61,392,20839.92,328604.78,Mobile Banking,Completed,Order placed by Noor Rizwan
3113,869,17,93,2023-10-04,2023-10-07,2023-10-06,Shipped,Pickup,,337407.13,50611.07,200,31820.87,356397.33,EasyPaisa,Completed,Order placed by Noor Khalid
3114,1632,72,167,2024-07-10,2024-07-20,2024-07-16,Delivered,Pickup,,177827.99,26674.2,273,12639.01,192136.17,Mobile Banking,Completed,Order placed by Sumaya Naeem
3115,1016,71,259,2024-08-09,2024-08-15,2024-08-12,Delivered,Same Day,,208996.81,31349.52,340,14469.19,226217.14,JazzCash,Completed,Order placed by Rabia Akhtar
3116,1101,8,208,2024-09-21,2024-09-25,,Processing,Express,,303356.7,45503.5,252,30919.3,318192.9,Credit Card,Pending,Order placed by Zara Nadeem
3117,891,71,259,2025-04-07,2025-04-09,2025-04-09,Shipped,Courier,,35829.36,5374.4,379,1512.64,40070.13,Debit Card,Completed,Order placed by Zoya Naqvi
3118,360,71,259,2025-05-02,2025-05-07,2025-05-07,Delivered,Pickup,,124822.44,18723.37,462,4604.56,139403.25,Bank Transfer,Completed,Order placed by Sana Naeem
3119,1170,9,89,2024-01-09,2024-01-22,2024-01-14,Delivered,Express,,274806.32,41220.95,418,58706.68,257738.58,Credit Card,Completed,Order placed by Jannat Ahmed
3120,1109,46,110,2023-09-21,2023-09-29,,Processing,Courier,,104217.27,15632.59,144,16396.73,103597.14,Bank Transfer,Pending,Order placed by Ayan Raza
3121,84,33,15,2025-02-08,2025-02-16,,Pending,Express,,42864.34,6429.65,418,6347.66,43364.33,Debit Card,Pending,Order placed by Ayan Shah
3122,1104,67,9,2024-04-01,2024-04-08,2024-04-02,Delivered,Courier,,88898.26,13334.74,305,2129.74,100408.25,Cash,Completed,Order placed by Mariam Nadeem
3123,1364,2,241,2024-01-11,2024-01-17,2024-01-14,Shipped,Standard,,75869.87,11380.48,269,2680.13,84839.23,Credit Card,Completed,Order placed by Hania Akhtar
3124,1953,40,297,2024-04-10,2024-04-24,2024-04-11,Delivered,Same Day,,80498.71,12074.81,278,7534.29,85317.23,Credit Card,Completed,Order placed by Yusuf Rizvi
3125,1237,34,84,2023-09-17,2023-09-22,2023-09-23,Shipped,Express,,87982.53,13197.38,86,6011.47,95254.44,Credit Card,Completed,Order placed by Zoya Rashid
3126,1095,25,266,2024-12-05,2024-12-14,2024-12-07,Delivered,Courier,,347497.18,52124.58,340,36766.82,363194.93,EasyPaisa,Completed,Order placed by Ayan Hassan
3127,1515,48,115,2025-07-15,2025-07-25,2025-07-18,Shipped,Courier,,81172.73,12175.91,436,8431.27,85353.38,Bank Transfer,Completed,Order placed by Mahnoor Rizwan
3128,380,16,223,2024-10-13,2024-10-23,,Pending,Pickup,,178085.29,26712.79,334,9967.71,195164.38,Credit Card,Pending,Order placed by Mahnoor Naeem
3129,890,21,162,2023-12-10,2023-12-23,2023-12-17,Delivered,Standard,,113237.46,16985.62,121,3909.54,126434.54,JazzCash,Completed,Order placed by Mariam Abbas
3130,1505,41,36,2025-03-18,2025-03-31,,Pending,Express,,224788.28,33718.24,346,40589.72,218262.8,Mobile Banking,Pending,Order placed by Khadija Nadeem
3131,845,42,272,2025-05-08,2025-05-10,2025-05-14,Delivered,Courier,,370317.75,55547.66,21,41339.25,384547.16,JazzCash,Completed,Order placed by Hafsa Tariq
3132,1632,42,272,2024-02-28,2024-03-07,2024-03-06,Shipped,Same Day,,118638.53,17795.78,22,16551.47,119904.84,JazzCash,Completed,Order placed by Sumaya Naeem
3133,944,25,21,2025-06-01,2025-06-10,2025-06-07,Shipped,Courier,,51793.11,7768.97,261,7075.89,52747.18,Debit Card,Completed,Order placed by Hafsa Hussain
3134,56,4,76,2024-07-23,2024-07-24,2024-07-25,Delivered,Express,,105336.96,15800.54,325,11551.04,109911.46,Credit Card,Completed,Order placed by Maryam Rashid
3135,159,14,42,2025-04-30,2025-05-04,2025-05-06,Shipped,Standard,,84935.78,12740.37,60,15854.22,81881.93,Debit Card,Completed,Order placed by Ibrahim Ahmed
3136,1387,32,52,2023-09-26,2023-10-05,,Processing,Pickup,,283712.8,42556.92,272,34117.2,292424.51,JazzCash,Pending,Order placed by Mariam Abbas
3137,431,44,212,2025-07-28,2025-08-10,,Pending,Pickup,,226565.48,33984.82,428,49628.52,211349.78,Debit Card,Pending,Order placed by Arham Ahmed
3138,527,16,231,2025-06-10,2025-06-20,2025-06-11,Shipped,Standard,,116864.03,17529.61,233,8784.97,125841.67,Bank Transfer,Completed,Order placed by Hussein Hashmi
3139,1016,65,240,2024-05-11,2024-05-25,2024-05-12,Delivered,Standard,,108419.99,16263.0,94,24875.01,99901.98,Bank Transfer,Completed,Order placed by Rabia Akhtar
3140,251,31,25,2023-09-27,2023-10-04,2023-09-29,Shipped,Express,,12990.28,1948.54,218,990.72,14166.1,Debit Card,Completed,Order placed by Rayyan Rizvi
3141,1987,43,161,2025-02-19,2025-02-20,2025-02-24,Delivered,Pickup,,269461.16,40419.17,339,26388.84,283830.49,Debit Card,Completed,Order placed by Muhammad Ali
3142,1962,37,251,2025-07-31,2025-08-02,2025-08-01,Shipped,Same Day,,362118.15,54317.72,390,53541.85,363284.02,Cash,Completed,Order placed by Ali Iqbal
3143,1346,23,8,2024-04-22,2024-04-28,2024-04-25,Delivered,Standard,,48431.86,7264.78,119,7210.14,48605.51,Mobile Banking,Completed,Order placed by Nida Zahid
3144,1886,28,113,2024-05-28,2024-06-02,2024-05-31,Shipped,Courier,,280671.82,42100.77,454,52622.18,270604.41,Bank Transfer,Completed,Order placed by Hassan Abbas
3145,1647,9,138,2023-12-06,2023-12-09,2023-12-09,Shipped,Standard,,108640.33,16296.05,269,8722.67,116482.71,Debit Card,Completed,Order placed by Aisha Qureshi
3146,87,42,71,2024-01-26,2024-02-07,2024-01-29,Shipped,Same Day,,20155.74,3023.36,47,4716.26,18509.83,Cash,Completed,Order placed by Zain Khan
3147,982,11,139,2025-08-22,2025-09-04,2025-08-27,Shipped,Standard,,181171.39,27175.71,418,12307.61,196457.48,Mobile Banking,Completed,Order placed by Zayan Rizwan
3148,1556,35,275,2023-11-22,2023-11-24,2023-11-27,Delivered,Same Day,,12429.62,1864.44,225,3030.38,11488.68,EasyPaisa,Completed,Order placed by Shahzad Zahid
3149,1811,23,26,2024-07-29,2024-08-01,2024-08-04,Delivered,Same Day,,260241.37,39036.21,349,34738.63,264887.95,Cash,Completed,Order placed by Fatima Saleem
3150,646,44,212,2025-01-11,2025-01-25,,Pending,Same Day,,80207.73,12031.16,91,17812.27,74517.61,Debit Card,Pending,Order placed by Sana Hashmi
3151,1720,48,182,2024-08-07,2024-08-20,2024-08-10,Shipped,Express,,159391.97,23908.8,480,24354.03,159426.74,Cash,Completed,Order placed by Bilal Rehman
3152,265,41,65,2024-11-18,2024-12-01,2024-11-25,Shipped,Express,,133684.54,20052.68,240,2135.46,151841.76,Debit Card,Completed,Order placed by Zara Saeed
3153,619,12,245,2024-09-14,2024-09-27,2024-09-19,Delivered,Express,,61472.54,9220.88,111,4252.46,66551.95,EasyPaisa,Completed,Order placed by Hafsa Ali
3154,535,68,135,2025-08-19,2025-08-22,2025-08-26,Shipped,Pickup,,217543.71,32631.56,93,32830.29,217437.97,EasyPaisa,Completed,Order placed by Ibrahim Rashid
3155,1887,61,3,2025-06-21,2025-07-01,2025-06-23,Delivered,Express,,126543.83,18981.58,412,12201.17,133736.24,EasyPaisa,Completed,Order placed by Bilal Abbas
3156,1691,3,252,2024-07-22,2024-08-02,2024-07-24,Delivered,Pickup,,35667.26,5350.09,0,5595.74,35421.62,EasyPaisa,Completed,Order placed by Zoya Waseem
3157,430,35,201,2024-12-31,2025-01-03,2025-01-05,Shipped,Same Day,,290701.16,43605.17,214,58720.84,275799.49,EasyPaisa,Completed,Order placed by Mahnoor Raza
3158,1115,47,99,2023-12-28,2024-01-02,2023-12-29,Shipped,Same Day,,178784.34,26817.65,84,34806.66,170879.34,Debit Card,Completed,Order placed by Sana Nadeem
3159,320,30,108,2024-09-12,2024-09-21,,Pending,Courier,,124752.39,18712.86,421,1707.61,142178.64,Debit Card,Pending,Order placed by Zayan Waseem
3160,1975,15,192,2024-10-06,2024-10-18,2024-10-08,Delivered,Same Day,,110782.32,16617.35,97,15534.68,111961.99,EasyPaisa,Completed,Order placed by Hussein Naeem
3161,1183,67,9,2025-04-20,2025-04-25,2025-04-23,Shipped,Pickup,,339162.17,50874.33,204,61049.83,329190.67,Mobile Banking,Completed,Order placed by Umar Khan
3162,146,71,259,2025-08-13,2025-08-14,2025-08-18,Delivered,Standard,,410094.98,61514.25,410,58549.02,413470.21,EasyPaisa,Completed,Order placed by Haris Jafri
3163,1812,25,266,2025-06-12,2025-06-16,2025-06-17,Shipped,Pickup,,556541.94,83481.29,166,52742.06,587447.17,Bank Transfer,Completed,Order placed by Zoya Waseem
3164,1014,52,253,2024-02-28,2024-03-13,,Pending,Same Day,,42966.48,6444.97,237,5532.52,44115.93,EasyPaisa,Pending,Order placed by Rayyan Nadeem
3165,386,51,86,2025-05-30,2025-06-01,2025-06-01,Shipped,Same Day,,329399.06,49409.86,363,29786.94,349384.98,EasyPaisa,Completed,Order placed by Haris Shah
3166,875,41,20,2024-09-23,2024-10-06,2024-09-27,Delivered,Courier,,176686.92,26503.04,328,29348.08,174169.88,Bank Transfer,Completed,Order placed by Hamza Siddiqui
3167,843,43,161,2024-02-28,2024-03-13,2024-03-05,Shipped,Pickup,,326954.46,49043.17,146,26620.54,349523.1,EasyPaisa,Completed,Order placed by Zain Akhtar
3168,539,46,77,2025-01-11,2025-01-12,2025-01-13,Delivered,Courier,,138498.15,20774.72,185,12630.85,146827.03,Mobile Banking,Completed,Order placed by Jannat Malik
3169,474,33,15,2025-08-09,2025-08-10,2025-08-10,Shipped,Same Day,,60561.66,9084.25,153,6720.34,63078.57,Credit Card,Completed,Order placed by Umar Khan
3170,644,64,263,2024-12-25,2024-12-30,2024-12-26,Delivered,Courier,,31344.14,4701.62,127,925.86,35246.9,JazzCash,Completed,Order placed by Zain Zaidi
3171,1448,9,89,2023-10-08,2023-10-15,2023-10-14,Shipped,Courier,,169959.38,25493.91,329,13415.62,182366.66,Debit Card,Completed,Order placed by Maryam Hashmi
3172,1240,34,286,2024-09-03,2024-09-12,,Processing,Express,,15182.89,2277.43,111,1673.11,15898.22,Cash,Pending,Order placed by Haris Ali
3173,1681,51,17,2023-12-16,2023-12-26,2023-12-21,Delivered,Pickup,,301976.51,45296.48,360,32334.49,315298.49,Credit Card,Completed,Order placed by Ali Jafri
3174,200,8,230,2025-01-25,2025-02-06,2025-01-28,Delivered,Pickup,,144449.85,21667.48,329,20950.15,145496.19,Cash,Completed,Order placed by Zoya Khalid
3175,572,66,103,2024-05-19,2024-05-31,2024-05-25,Delivered,Pickup,,220884.52,33132.68,19,20254.48,233781.71,JazzCash,Completed,Order placed by Maryam Hussain
3176,927,55,233,2025-04-04,2025-04-10,2025-04-10,Shipped,Express,,119300.91,17895.14,58,5072.09,132181.95,Mobile Banking,Completed,Order placed by Sadia Zaidi
3177,1126,28,113,2024-12-09,2024-12-20,,Processing,Pickup,,42870.69,6430.6,313,5544.31,44069.99,Credit Card,Pending,Order placed by Hafsa Naeem
3178,1134,42,71,2025-02-03,2025-02-17,2025-02-05,Delivered,Express,,317510.63,47626.59,348,28383.37,337101.85,EasyPaisa,Completed,Order placed by Hafsa Farooq
3179,544,11,75,2023-12-22,2023-12-23,,Processing,Express,,130797.67,19619.65,122,24550.33,125988.99,Debit Card,Pending,Order placed by Alina Ahmed
3180,1804,9,89,2025-03-15,2025-03-25,2025-03-18,Shipped,Pickup,,246710.32,37006.55,41,28215.68,255542.19,Mobile Banking,Completed,Order placed by Rabia Zahid
3181,1997,61,74,2024-06-21,2024-06-28,2024-06-28,Delivered,Express,,112557.19,16883.58,147,17061.81,112525.97,Credit Card,Completed,Order placed by Ayesha Waseem
3182,1652,15,207,2025-07-24,2025-07-30,,Pending,Courier,,229983.35,34497.5,50,24450.65,240080.21,Credit Card,Pending,Order placed by Haris Jafri
3183,1368,30,108,2025-06-22,2025-06-24,2025-06-29,Delivered,Same Day,,24754.92,3713.24,417,4282.08,24603.07,Cash,Completed,Order placed by Amaan Rizwan
3184,258,26,83,2025-08-05,2025-08-18,2025-08-11,Delivered,Standard,,216585.73,32487.86,353,31958.27,217468.33,EasyPaisa,Completed,Order placed by Alina Raza
3185,1967,58,213,2024-05-03,2024-05-12,2024-05-10,Shipped,Pickup,,262179.78,39326.97,68,13581.22,287993.53,Mobile Banking,Completed,Order placed by Abdullah Hashmi
3186,492,40,227,2023-10-25,2023-11-04,2023-10-28,Shipped,Express,,306357.51,45953.63,330,44735.49,307905.64,Mobile Banking,Completed,Order placed by Muhammad Naqvi
3187,1873,63,73,2024-02-14,2024-02-16,2024-02-15,Shipped,Same Day,,418822.86,62823.43,275,43787.14,438134.14,EasyPaisa,Completed,Order placed by Fatima Naeem
3188,1970,38,219,2024-05-01,2024-05-12,2024-05-02,Delivered,Courier,,84801.08,12720.16,365,15175.92,82710.32,Credit Card,Completed,Order placed by Ayan Qureshi
3189,481,46,16,2024-12-03,2024-12-10,2024-12-07,Shipped,Same Day,,140631.21,21094.68,280,9417.79,152588.1,Cash,Completed,Order placed by Arham Rizvi
3190,50,72,267,2023-09-19,2023-09-27,2023-09-25,Delivered,Pickup,,33678.78,5051.82,369,3927.22,35172.37,Debit Card,Completed,Order placed by Amina Ahmed
3191,1784,49,175,2023-12-02,2023-12-06,2023-12-09,Shipped,Same Day,,90492.94,13573.94,207,7767.06,96506.81,Credit Card,Completed,Order placed by Amaan Malik
3192,706,27,95,2023-09-15,2023-09-20,2023-09-22,Shipped,Pickup,,300429.9,45064.48,486,48523.1,297457.28,Mobile Banking,Completed,Order placed by Arham Rizvi
3193,99,13,122,2024-02-22,2024-02-29,2024-02-29,Shipped,Pickup,,7441.48,1116.22,455,244.52,8768.18,Debit Card,Completed,Order placed by Ali Rizvi
3194,29,16,223,2023-10-11,2023-10-25,2023-10-12,Delivered,Express,,174175.45,26126.32,108,21487.55,178922.21,EasyPaisa,Completed,Order placed by Hassan Rashid
3195,1432,8,230,2023-10-24,2023-10-26,2023-10-28,Shipped,Courier,,130142.77,19521.41,140,14719.23,135084.95,Mobile Banking,Completed,Order placed by Amaan Shah
3196,1963,60,6,2024-11-20,2024-11-26,2024-11-24,Shipped,Standard,,164982.87,24747.43,470,13944.13,176256.18,Debit Card,Completed,Order placed by Usman Rizwan
3197,143,39,67,2024-06-15,2024-06-24,,Pending,Standard,,5303.47,795.52,413,172.53,6339.47,EasyPaisa,Pending,Order placed by Mariam Saleem
3198,843,45,60,2024-11-27,2024-12-03,,Processing,Same Day,,405806.97,60871.05,91,24546.03,442222.98,Debit Card,Pending,Order placed by Zain Akhtar
3199,422,7,150,2024-12-02,2024-12-05,,Processing,Standard,,63371.34,9505.7,265,9584.66,63557.37,JazzCash,Pending,Order placed by Fatima Shah
3200,528,5,273,2024-05-16,2024-05-23,,Pending,Same Day,,30793.18,4618.98,287,2479.82,33219.34,Mobile Banking,Pending,Order placed by Jannat Siddiqui
3201,1174,3,252,2023-12-24,2024-01-03,2023-12-26,Delivered,Same Day,,284743.05,42711.46,131,59344.95,268240.55,EasyPaisa,Completed,Order placed by Mariam Hussain
3202,1031,22,222,2024-04-10,2024-04-21,2024-04-13,Shipped,Pickup,,241058.38,36158.76,24,23234.62,254006.52,Cash,Completed,Order placed by Usman Ali
3203,1662,33,15,2024-04-06,2024-04-19,2024-04-10,Shipped,Same Day,,14838.17,2225.72,402,593.83,16872.06,Mobile Banking,Completed,Order placed by Bilal Khalid
3204,1899,37,181,2025-04-08,2025-04-20,2025-04-14,Delivered,Courier,,255605.56,38340.83,195,29391.44,264749.95,Cash,Completed,Order placed by Hania Nadeem
3205,1145,40,80,2025-02-19,2025-02-22,2025-02-22,Shipped,Courier,,179225.26,26883.79,447,31009.74,175546.31,Cash,Completed,Order placed by Hafsa Naeem
3206,1511,12,245,2025-05-07,2025-05-10,,Pending,Same Day,,25346.03,3801.91,78,3858.97,25366.97,JazzCash,Pending,Order placed by Ahmed Malik
3207,293,46,110,2025-06-05,2025-06-14,2025-06-12,Shipped,Same Day,,182504.01,27375.6,191,19979.99,190090.62,Bank Transfer,Completed,Order placed by Amina Khalid
3208,13,22,222,2025-01-20,2025-01-28,2025-01-21,Delivered,Standard,,62132.59,9319.89,229,10059.41,61622.06,Debit Card,Completed,Order placed by Maryam Jafri
3209,507,65,284,2024-02-26,2024-03-11,,Pending,Express,,423222.28,63483.34,441,67205.72,419940.91,Cash,Pending,Order placed by Zoya Zahid
3210,116,2,241,2025-04-18,2025-04-27,,Pending,Standard,,580593.42,87089.01,219,31274.58,636626.86,EasyPaisa,Pending,Order placed by Mahnoor Akhtar
3211,1501,68,135,2024-04-12,2024-04-18,2024-04-18,Delivered,Courier,,301698.48,45254.77,52,27558.52,319446.73,Credit Card,Completed,Order placed by Muhammad Khalid
3212,1456,46,133,2025-03-20,2025-03-30,2025-03-23,Delivered,Pickup,,146264.28,21939.64,448,10977.72,157674.19,Mobile Banking,Completed,Order placed by Mariam Rashid
3213,1953,73,220,2023-11-11,2023-11-18,2023-11-13,Shipped,Standard,,290716.07,43607.41,466,36648.93,298140.55,Cash,Completed,Order placed by Yusuf Rizvi
3214,1647,67,49,2024-12-15,2024-12-16,2024-12-22,Delivered,Courier,,174476.04,26171.41,499,26664.96,174481.49,Bank Transfer,Completed,Order placed by Aisha Qureshi
3215,227,12,235,2024-03-18,2024-03-29,2024-03-21,Delivered,Same Day,,339040.29,50856.04,406,17567.71,372734.61,Debit Card,Completed,Order placed by Hafsa Khan
3216,1842,14,269,2025-03-22,2025-03-24,2025-03-28,Shipped,Same Day,,285754.11,42863.12,368,35992.89,292992.34,JazzCash,Completed,Order placed by Ali Iqbal
3217,265,27,250,2024-07-07,2024-07-17,2024-07-08,Delivered,Standard,,12863.64,1929.55,107,588.36,14311.84,Debit Card,Completed,Order placed by Zara Saeed
3218,327,66,276,2024-10-02,2024-10-04,2024-10-09,Delivered,Pickup,,209285.44,31392.82,257,31581.56,209353.7,EasyPaisa,Completed,Order placed by Ahmed Saeed
3219,1182,25,45,2024-07-02,2024-07-13,2024-07-06,Shipped,Express,,295562.76,44334.41,460,50165.24,290191.92,Bank Transfer,Completed,Order placed by Hafsa Rizwan
3220,1045,12,235,2024-01-09,2024-01-17,,Processing,Same Day,,57079.96,8561.99,207,4192.04,61656.91,Cash,Pending,Order placed by Zoya Abbas
3221,1636,58,143,2024-06-09,2024-06-15,2024-06-16,Shipped,Express,,69643.55,10446.53,54,4862.45,75281.64,JazzCash,Completed,Order placed by Sana Jafri
3222,587,34,286,2024-03-07,2024-03-13,2024-03-13,Shipped,Courier,,36031.53,5404.73,155,3187.47,38403.8,Cash,Completed,Order placed by Amina Saleem
3223,420,30,221,2024-01-31,2024-02-14,2024-02-02,Shipped,Express,,376449.19,56467.38,296,78352.81,354859.75,Bank Transfer,Completed,Order placed by Zara Ali
3224,1778,53,205,2024-05-23,2024-06-06,2024-05-28,Shipped,Pickup,,62087.98,9313.2,399,11758.02,60042.16,EasyPaisa,Completed,Order placed by Mariam Rizvi
3225,841,12,245,2025-02-08,2025-02-14,2025-02-15,Shipped,Pickup,,73522.39,11028.36,294,11375.61,73469.14,Debit Card,Completed,Order placed by Bilal Rizwan
3226,689,27,179,2024-06-17,2024-06-25,,Processing,Courier,,209300.54,31395.08,88,37559.46,203224.15,Credit Card,Pending,Order placed by Zoya Naqvi
3227,123,55,233,2024-05-28,2024-06-11,2024-05-30,Shipped,Standard,,554899.94,83234.99,107,38949.06,599292.87,Debit Card,Completed,Order placed by Rabia Rizwan
3228,1725,2,241,2024-08-16,2024-08-26,2024-08-19,Delivered,Courier,,171266.33,25689.95,275,24753.67,172477.61,EasyPaisa,Completed,Order placed by Zain Waseem
3229,248,54,300,2025-01-11,2025-01-23,,Processing,Courier,,559258.86,83888.83,100,92091.14,551156.54,Bank Transfer,Pending,Order placed by Hafsa Hashmi
3230,990,68,135,2025-04-27,2025-04-28,,Processing,Standard,,37149.31,5572.4,362,5310.69,37773.01,Bank Transfer,Pending,Order placed by Rabia Siddiqui
3231,855,14,147,2025-07-23,2025-07-27,2025-07-24,Shipped,Express,,14777.25,2216.59,445,3547.75,13891.08,JazzCash,Completed,Order placed by Zain Saleem
3232,96,51,262,2024-03-19,2024-03-24,2024-03-21,Delivered,Same Day,,29608.84,4441.33,59,669.16,33440.0,JazzCash,Completed,Order placed by Sana Hassan
3233,1271,22,222,2025-02-16,2025-02-19,2025-02-18,Delivered,Same Day,,38317.12,5747.57,275,8556.88,35782.81,Credit Card,Completed,Order placed by Ahmed Saleem
3234,9,3,169,2023-12-29,2024-01-08,,Pending,Standard,,189823.22,28473.48,13,34994.78,183314.92,Cash,Pending,Order placed by Umar Khan
3235,31,72,167,2023-10-25,2023-11-05,2023-10-30,Shipped,Courier,,251695.06,37754.26,55,36879.94,252624.37,Credit Card,Completed,Order placed by Hussein Saleem
3236,1221,2,38,2024-03-07,2024-03-17,2024-03-11,Shipped,Standard,,321383.58,48207.54,311,14922.42,354979.69,EasyPaisa,Completed,Order placed by Zain Tariq
3237,266,27,95,2025-07-24,2025-08-02,,Processing,Pickup,,90333.71,13550.06,59,9206.29,94736.48,EasyPaisa,Pending,Order placed by Shahzad Farooq
3238,878,12,245,2025-07-24,2025-08-06,2025-07-26,Delivered,Courier,,32452.39,4867.86,260,5267.61,32312.64,EasyPaisa,Completed,Order placed by Alina Malik
3239,1297,9,5,2024-10-20,2024-11-03,2024-10-25,Shipped,Standard,,285609.16,42841.37,234,13826.84,314857.7,EasyPaisa,Completed,Order placed by Usman Akhtar
3240,395,16,238,2024-08-28,2024-09-02,2024-08-31,Delivered,Standard,,381932.89,57289.93,163,72044.11,367341.71,EasyPaisa,Completed,Order placed by Rayyan Hashmi
3241,656,36,140,2024-11-10,2024-11-18,2024-11-15,Delivered,Pickup,,345125.13,51768.77,131,31316.87,365708.03,Credit Card,Completed,Order placed by Usman Khalid
3242,477,46,131,2025-02-26,2025-03-06,,Pending,Courier,,13796.63,2069.49,247,2021.37,14091.76,Bank Transfer,Pending,Order placed by Bilal Zaidi
3243,1410,41,14,2024-01-01,2024-01-03,2024-01-04,Delivered,Pickup,,52709.33,7906.4,327,6306.67,54636.07,JazzCash,Completed,Order placed by Ahmed Rizwan
3244,1074,15,40,2024-05-25,2024-06-03,,Pending,Express,,235511.5,35326.73,386,28220.5,243003.73,Mobile Banking,Pending,Order placed by Hassan Rizvi
3245,726,17,93,2024-03-24,2024-03-31,2024-03-25,Delivered,Standard,,73786.58,11067.99,406,1952.42,83308.16,EasyPaisa,Completed,Order placed by Mariam Khan
3246,1261,69,153,2025-08-11,2025-08-18,2025-08-16,Shipped,Standard,,86582.44,12987.37,325,7072.56,92822.24,Debit Card,Completed,Order placed by Sana Saeed
3247,849,72,294,2024-02-03,2024-02-05,2024-02-08,Delivered,Pickup,,49263.39,7389.51,131,263.61,56520.28,Cash,Completed,Order placed by Yusuf Rizvi
3248,89,22,222,2024-01-18,2024-01-31,2024-01-20,Delivered,Standard,,368001.09,55200.16,432,24587.91,399045.35,Debit Card,Completed,Order placed by Ali Malik
3249,1587,55,233,2024-06-29,2024-07-03,,Processing,Express,,365643.53,54846.53,443,49863.47,371069.59,Credit Card,Pending,Order placed by Hania Akhtar
3250,317,46,16,2025-05-30,2025-06-09,,Processing,Standard,,167670.18,25150.53,287,18959.82,174147.89,Debit Card,Pending,Order placed by Zara Rizwan
3251,1571,66,103,2024-10-01,2024-10-15,2024-10-08,Delivered,Same Day,,456670.56,68500.58,389,73082.44,452477.71,Cash,Completed,Order placed by Khadija Ali
3252,1283,32,52,2024-01-26,2024-02-06,2024-02-02,Delivered,Standard,,362466.04,54369.91,85,51164.96,365755.98,Cash,Completed,Order placed by Zara Rashid
3253,1290,28,113,2025-03-24,2025-04-04,2025-03-26,Delivered,Same Day,,92918.25,13937.74,235,9665.75,97425.23,Debit Card,Completed,Order placed by Rayyan Nadeem
3254,1231,67,203,2025-04-20,2025-04-26,2025-04-27,Shipped,Courier,,171330.0,25699.5,129,26029.0,171129.5,Bank Transfer,Completed,Order placed by Zain Rizvi
3255,415,69,151,2024-08-07,2024-08-17,,Processing,Express,,403808.29,60571.24,96,28757.71,435717.83,JazzCash,Pending,Order placed by Alina Hussain
3256,1444,16,231,2024-12-03,2024-12-12,2024-12-04,Shipped,Courier,,336690.95,50503.64,218,14119.05,373293.54,Cash,Completed,Order placed by Shahzad Akhtar
3257,1724,40,227,2024-09-01,2024-09-09,2024-09-03,Shipped,Express,,53462.65,8019.4,20,3001.35,58500.7,JazzCash,Completed,Order placed by Zara Khalid
3258,620,12,235,2023-09-04,2023-09-12,2023-09-11,Delivered,Same Day,,83554.61,12533.19,47,8566.39,87568.42,JazzCash,Completed,Order placed by Hania Khan
