CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,MARITAL_STATUS,EDUCATION_LEVEL,ANNUAL_INCOME,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE
378,Usman,Jafri,usman.jafri@gmail.com,+92-331-2968427,1959-10-27,Other,Married,Bachelor,7108190,VIP,2025-06-27,False
379,Sadia,Qureshi,sadia.qureshi@yahoo.com,+92-311-8516813,1979-04-20,F,Divorced,Primary,9145977,VIP,2020-11-05,False
380,Mahnoor,Naeem,mahnoor.naeem@hotmail.com,+92-302-4077193,1972-03-18,F,Married,Higher Secondary,546273,Regular,2024-03-16,True
381,Bilal,Malik,bilal.malik@outlook.com,+92-316-7555898,1950-12-19,Other,Married,Primary,1324543,Regular,2022-04-19,True
382,Hamza,Naqvi,hamza.naqvi@gmail.com,+92-324-8548974,1965-01-27,M,Divorced,Secondary,629162,Regular,2021-07-02,True
383,Ali,Rizwan,ali.rizwan@yahoo.com,+92-306-4822593,1988-04-13,F,Single,PhD,1056155,Regular,2024-11-02,True
384,Fatima,Saleem,fatima.saleem@outlook.com,+92-313-1873545,1955-04-11,Other,Divorced,PhD,1320923,Regular,2023-01-21,False
385,Rayyan,Akhtar,rayyan.akhtar@gmail.com,+92-317-1328646,1944-05-09,Other,Divorced,Bachelor,824376,Regular,2025-02-25,True
386,Haris,Shah,haris.shah@gmail.com,+92-304-9900647,1956-09-19,Other,Divorced,Master,823752,Regular,2024-03-03,True
387,Ali,Rehman,ali.rehman@hotmail.com,+92-332-8086076,1950-02-20,Other,Single,Primary,1067724,Regular,2024-06-27,True
388,Abdullah,Rehman,abdullah.rehman@outlook.com,+92-320-2039073,2001-11-18,M,Single,Master,614580,Regular,2020-12-30,False
389,Hassan,Zahid,hassan.zahid@gmail.com,+92-327-5771522,1964-03-24,Other,Widowed,PhD,3091609,Premium,2025-07-15,True
390,Hamza,Waseem,hamza.waseem@gmail.com,+92-321-9502732,2005-11-14,F,Single,Other,4413807,Premium,2023-05-02,True
391,Jannat,Zahid,jannat.zahid@hotmail.com,+92-338-3429916,1986-10-19,F,Widowed,Higher Secondary,1391903,Regular,2023-11-25,True
392,Rayyan,Waseem,rayyan.waseem@hotmail.com,+92-309-6536711,1957-08-04,F,Divorced,Primary,1454454,Regular,2025-06-25,True
393,Amina,Zaidi,amina.zaidi@gmail.com,+92-308-8556885,2006-09-03,M,Married,PhD,1291177,Regular,2021-12-29,True
394,Zoya,Khalid,zoya.khalid@hotmail.com,+92-315-2791215,1995-04-10,F,Widowed,Primary,466998,Occasional,2021-08-06,True
395,Rayyan,Hashmi,rayyan.hashmi@hotmail.com,+92-330-4123781,1966-10-27,M,Widowed,Higher Secondary,621873,Regular,2025-06-15,True
396,Ayesha,Waseem,ayesha.waseem@gmail.com,+92-320-9288483,1964-08-21,M,Single,Other,2791534,Premium,2021-09-17,True
397,Mariam,Tariq,mariam.tariq@gmail.com,+92-322-1594251,1982-12-18,M,Married,Bachelor,712004,Regular,2021-04-21,True
398,Khadija,Shah,khadija.shah@outlook.com,+92-305-6041591,1976-07-24,M,Widowed,Higher Secondary,1400068,Regular,2021-03-23,True
399,Hamza,Akhtar,hamza.akhtar@outlook.com,+92-326-2928439,2002-04-20,F,Single,PhD,469361,Occasional,2021-08-03,True
400,Yusuf,Shah,yusuf.shah@yahoo.com,+92-343-2326977,1966-01-15,M,Single,Higher Secondary,912553,Regular,2023-01-27,True
401,Usman,Nadeem,usman.nadeem@outlook.com,+92-302-4622239,1967-01-11,Other,Married,Bachelor,984629,Regular,2022-07-10,True
402,Hania,Hussain,hania.hussain@yahoo.com,+92-331-2994221,1999-10-20,F,Married,Primary,692081,Regular,2023-09-22,True
403,Mahnoor,Raza,mahnoor.raza@outlook.com,+92-329-3443040,1962-04-17,F,Single,Bachelor,1401949,Regular,2024-02-15,True
404,Zain,Zahid,zain.zahid@outlook.com,+92-321-2141105,1985-01-02,M,Married,Master,3806008,Premium,2021-11-02,True
405,Hassan,Raza,hassan.raza@yahoo.com,+92-300-2623184,2003-10-12,M,Widowed,Bachelor,1271634,Regular,2021-12-10,False
406,Ayan,Iqbal,ayan.iqbal@yahoo.com,+92-342-3414384,1955-11-14,Other,Divorced,Master,582029,Occasional,2022-12-05,True
407,Fatima,Khan,fatima.khan@yahoo.com,+92-315-3185389,1981-10-17,M,Widowed,Bachelor,1195957,Regular,2022-03-22,True
408,Umar,Rizvi,umar.rizvi@yahoo.com,+92-316-7385453,1977-04-02,M,Divorced,PhD,704203,Regular,2021-03-31,False
409,Mahnoor,Saeed,mahnoor.saeed@yahoo.com,+92-323-2858701,1956-11-12,Other,Married,Primary,1066853,Regular,2022-12-15,True
410,Usman,Naqvi,usman.naqvi@yahoo.com,+92-310-2486684,1954-07-20,Other,Single,Secondary,490192,Occasional,2024-05-21,True
411,Zoya,Zaidi,zoya.zaidi@gmail.com,+92-316-7314917,1993-09-09,M,Divorced,Other,1169365,Regular,2022-03-23,True
412,Nida,Rizwan,nida.rizwan@gmail.com,+92-322-6549945,1973-06-28,Other,Single,Other,13201348,VIP,2023-04-30,False
413,Hassan,Ali,hassan.ali@outlook.com,+92-334-5811985,1947-04-21,Other,Widowed,Other,1370535,Regular,2023-01-10,False
414,Rabia,Hussain,rabia.hussain@gmail.com,+92-308-5011262,1996-12-27,M,Married,Bachelor,505523,Occasional,2022-08-01,False
415,Alina,Hussain,alina.hussain@gmail.com,+92-326-9964625,1997-01-23,F,Single,Master,671186,Regular,2024-06-07,False
416,Zayan,Naeem,zayan.naeem@outlook.com,+92-302-1192273,1999-04-24,Other,Divorced,Other,402599,Occasional,2020-09-28,False
417,Khadija,Farooq,khadija.farooq@yahoo.com,+92-338-3720545,1995-12-02,F,Widowed,Master,14216262,VIP,2022-02-23,True
418,Aisha,Rizvi,aisha.rizvi@yahoo.com,+92-339-6695137,1966-07-27,F,Married,Bachelor,813948,Regular,2021-05-18,False
419,Zoya,Malik,zoya.malik@gmail.com,+92-346-6041101,1965-03-28,Other,Widowed,Primary,1056405,Regular,2025-07-01,False
420,Zara,Ali,zara.ali@hotmail.com,+92-311-1990958,1963-03-17,F,Married,Master,509108,Regular,2021-05-24,True
421,Nida,Nadeem,nida.nadeem@gmail.com,+92-325-4955230,1990-08-21,M,Divorced,Master,1221748,Regular,2020-08-31,True
422,Fatima,Shah,fatima.shah@outlook.com,+92-347-7314500,1988-12-15,F,Widowed,Primary,684133,Occasional,2021-04-16,True
423,Zain,Zahid,zain.zahid@yahoo.com,+92-328-6117709,2001-03-16,Other,Married,Bachelor,1226765,Regular,2025-07-14,True
424,Umar,Raza,umar.raza@yahoo.com,+92-310-9357739,1995-06-13,Other,Married,Master,865364,Regular,2025-07-16,True
425,Mahnoor,Jafri,mahnoor.jafri@hotmail.com,+92-341-2807804,1970-08-01,M,Divorced,Other,231085,Occasional,2021-10-04,True
426,Zara,Raza,zara.raza@hotmail.com,+92-316-8156056,1982-05-09,M,Married,Bachelor,941997,Regular,2022-07-19,True
427,Mariam,Akhtar,mariam.akhtar@hotmail.com,+92-344-8799902,1947-07-06,F,Single,Primary,1451449,Regular,2024-02-22,True
428,Hania,Ali,hania.ali@gmail.com,+92-343-2990917,1983-07-11,F,Widowed,PhD,633806,Regular,2021-09-12,False
429,Zara,Qureshi,zara.qureshi@outlook.com,+92-331-8485521,1944-07-01,Other,Divorced,Primary,509722,Occasional,2021-05-29,True
430,Mahnoor,Raza,mahnoor.raza@gmail.com,+92-312-3871718,1949-11-06,Other,Single,Primary,1273585,Regular,2022-08-17,True
431,Arham,Ahmed,arham.ahmed@outlook.com,+92-324-3419725,2000-10-09,M,Single,PhD,1255609,Regular,2024-04-20,True
432,Hafsa,Hussain,hafsa.hussain@hotmail.com,+92-328-9297025,1963-02-13,Other,Single,Bachelor,713306,Regular,2023-11-12,True
433,Zoya,Shah,zoya.shah@hotmail.com,+92-330-4678166,1990-10-01,Other,Single,Higher Secondary,3462612,Premium,2021-02-09,True
434,Zain,Abbas,zain.abbas@hotmail.com,+92-332-8153008,1944-07-19,F,Widowed,Higher Secondary,1373555,Regular,2024-12-05,True
435,Ibrahim,Malik,ibrahim.malik@gmail.com,+92-329-1294551,1959-07-17,F,Divorced,Bachelor,787373,Regular,2022-04-25,False
436,Abdullah,Rizvi,abdullah.rizvi@gmail.com,+92-311-8345739,1958-10-03,Other,Married,Primary,1384160,Regular,2020-10-16,False
437,Usman,Zaidi,usman.zaidi@gmail.com,+92-303-5559239,1978-06-09,M,Divorced,Bachelor,603382,Regular,2024-05-19,True
438,Aisha,Hashmi,aisha.hashmi@outlook.com,+92-318-7706047,1955-10-16,M,Divorced,Secondary,1083543,Regular,2022-06-10,True
439,Sumaya,Hashmi,sumaya.hashmi@outlook.com,+92-319-8416589,1984-03-11,Other,Single,Secondary,984532,Regular,2025-03-13,False
440,Jannat,Zahid,jannat.zahid@yahoo.com,+92-323-6278634,1968-07-23,F,Single,Bachelor,509593,Regular,2021-05-04,True
441,Ayesha,Khalid,ayesha.khalid@outlook.com,+92-311-2990583,2002-09-10,F,Married,PhD,292743,Occasional,2021-05-19,True
442,Haris,Rashid,haris.rashid@gmail.com,+92-320-4500843,1961-11-26,M,Married,PhD,1305203,Regular,2020-10-25,True
443,Hamza,Khalid,hamza.khalid@yahoo.com,+92-339-9486020,2001-09-28,Other,Single,Primary,1478341,Regular,2025-05-05,True
444,Haris,Farooq,haris.farooq@gmail.com,+92-303-8013089,1947-09-16,Other,Widowed,Primary,927969,Regular,2020-10-09,False
445,Umar,Zaidi,umar.zaidi@hotmail.com,+92-343-2139103,1960-06-24,F,Married,Master,1845736,Premium,2025-03-11,True
446,Aisha,Abbas,aisha.abbas@hotmail.com,+92-318-4065966,2006-05-07,M,Widowed,PhD,359800,Occasional,2022-05-15,False
447,Aisha,Abbas,aisha.abbas@gmail.com,+92-325-2568167,1951-08-24,Other,Widowed,Primary,578126,Occasional,2023-04-18,True
448,Zoya,Ahmed,zoya.ahmed@hotmail.com,+92-344-6692251,1946-01-20,F,Single,PhD,1024252,Regular,2024-11-02,True
449,Maryam,Khalid,maryam.khalid@hotmail.com,+92-311-8031931,1991-11-12,Other,Single,Primary,1168872,Regular,2024-01-25,True
450,Bilal,Naeem,bilal.naeem@yahoo.com,+92-347-1826787,1963-08-15,M,Widowed,PhD,533317,Occasional,2024-07-10,True
451,Sumaya,Iqbal,sumaya.iqbal@outlook.com,+92-335-2121233,2001-12-11,Other,Married,Secondary,503848,Regular,2023-04-07,False
452,Ayan,Qureshi,ayan.qureshi@hotmail.com,+92-303-6069978,1961-09-17,M,Divorced,Secondary,324684,Occasional,2022-09-07,True
453,Nida,Farooq,nida.farooq@outlook.com,+92-307-4661045,1991-04-09,Other,Married,PhD,1137745,Regular,2020-12-04,True
454,Mariam,Khan,mariam.khan@yahoo.com,+92-319-9114946,1975-03-23,F,Married,Higher Secondary,888899,Regular,2021-02-11,True
455,Jannat,Hussain,jannat.hussain@yahoo.com,+92-329-3340831,1973-02-24,M,Married,Higher Secondary,606018,Regular,2023-06-13,True
456,Sumaya,Tariq,sumaya.tariq@yahoo.com,+92-333-9902792,1962-10-18,F,Widowed,Other,1006585,Regular,2022-03-29,False
457,Rayyan,Raza,rayyan.raza@gmail.com,+92-332-1921583,1970-08-27,M,Single,Other,2892279,Premium,2022-12-05,False
458,Alina,Naqvi,alina.naqvi@hotmail.com,+92-311-7991256,1969-01-19,M,Married,Master,885463,Regular,2022-11-22,False
459,Khadija,Ahmed,khadija.ahmed@hotmail.com,+92-303-8558749,1955-03-09,Other,Widowed,PhD,3610336,Premium,2022-03-15,True
460,Shahzad,Hashmi,shahzad.hashmi@yahoo.com,+92-322-3160389,1975-02-07,Other,Single,Secondary,545380,Regular,2025-02-15,True
461,Sumaya,Iqbal,sumaya.iqbal@yahoo.com,+92-325-2821917,1982-10-14,F,Widowed,Primary,775029,Regular,2021-11-16,True
462,Sadia,Naeem,sadia.naeem@yahoo.com,+92-306-8753450,1945-04-02,F,Divorced,Higher Secondary,702974,Regular,2022-07-14,True
463,Aisha,Ahmed,aisha.ahmed@outlook.com,+92-302-8943787,2001-08-17,F,Divorced,Other,1195364,Regular,2025-03-04,False
464,Ahmed,Tariq,ahmed.tariq@hotmail.com,+92-333-4568116,1948-06-16,F,Married,Master,1586333,Premium,2021-05-21,True
465,Hafsa,Rashid,hafsa.rashid@gmail.com,+92-347-1439083,1983-11-21,F,Divorced,Other,569384,Occasional,2024-11-17,True
466,Abdullah,Zaidi,abdullah.zaidi@outlook.com,+92-311-7213202,1999-01-07,M,Widowed,Secondary,872543,Regular,2025-07-03,True
467,Ayesha,Saeed,ayesha.saeed@yahoo.com,+92-326-1037607,1981-04-18,M,Widowed,Higher Secondary,506717,Regular,2021-07-10,False
468,Aisha,Rizvi,aisha.rizvi@gmail.com,+92-320-3329374,1991-01-21,F,Single,Primary,1117641,Regular,2021-05-02,False
469,Khadija,Zaidi,khadija.zaidi@gmail.com,+92-336-9147882,1944-07-08,Other,Single,Other,1131801,Regular,2025-02-15,True
470,Abdullah,Rizwan,abdullah.rizwan@yahoo.com,+92-302-6737926,1970-11-12,M,Single,Other,563877,Regular,2022-08-05,False
471,Nida,Rizvi,nida.rizvi@gmail.com,+92-348-5660248,1987-04-17,F,Divorced,Higher Secondary,776839,Regular,2023-10-14,False
472,Nida,Rizwan,nida.rizwan@yahoo.com,+92-303-4847606,1955-04-01,Other,Married,Primary,722942,Regular,2025-03-06,True
473,Shahzad,Rehman,shahzad.rehman@yahoo.com,+92-312-5673094,2000-10-25,M,Divorced,Master,1010992,Regular,2022-11-02,True
474,Umar,Khan,umar.khan@gmail.com,+92-347-1429768,1978-08-12,F,Single,Master,910856,Regular,2022-07-27,True
475,Rabia,Qureshi,rabia.qureshi@hotmail.com,+92-335-1443294,2004-05-20,M,Single,Primary,1469382,Regular,2024-06-16,True
476,Nida,Shah,nida.shah@outlook.com,+92-314-6888235,2004-06-22,M,Married,PhD,1110497,Regular,2020-11-18,True
477,Bilal,Zaidi,bilal.zaidi@outlook.com,+92-312-8996324,1957-07-09,M,Single,Master,221867,Occasional,2025-05-21,False
478,Rabia,Raza,rabia.raza@yahoo.com,+92-347-2469916,1974-10-17,M,Widowed,Higher Secondary,1988665,Premium,2024-09-13,True
479,Zoya,Farooq,zoya.farooq@hotmail.com,+92-322-3384246,1944-08-24,F,Married,Primary,731500,Regular,2021-08-28,True
480,Sumaya,Zaidi,sumaya.zaidi@outlook.com,+92-304-8827524,1948-05-11,F,Widowed,Secondary,672561,Regular,2024-09-23,True
481,Arham,Rizvi,arham.rizvi@gmail.com,+92-323-9545429,1955-05-17,Other,Widowed,PhD,741666,Regular,2023-10-28,True
482,Hafsa,Farooq,hafsa.farooq@yahoo.com,+92-349-5857005,2003-09-15,F,Married,Primary,1410700,Regular,2023-06-16,True
483,Fatima,Nadeem,fatima.nadeem@yahoo.com,+92-335-9222608,1982-12-14,Other,Single,PhD,1290757,Regular,2023-04-09,True
484,Umar,Malik,umar.malik@yahoo.com,+92-306-3778338,1948-06-27,M,Single,Master,355712,Occasional,2025-04-17,True
485,Abdullah,Rehman,abdullah.rehman@outlook.com,+92-337-8977708,1958-01-11,Other,Married,PhD,594304,Occasional,2025-01-11,False
486,Muhammad,Ahmed,muhammad.ahmed@hotmail.com,+92-302-1830559,1983-04-13,Other,Divorced,PhD,3367976,Premium,2021-07-18,True
487,Ibrahim,Nadeem,ibrahim.nadeem@outlook.com,+92-324-2155426,2006-04-10,M,Single,Higher Secondary,680067,Regular,2022-09-05,True
488,Haris,Rashid,haris.rashid@outlook.com,+92-314-3219434,1950-03-16,F,Single,Master,548488,Regular,2021-02-13,True
489,Sana,Ali,sana.ali@hotmail.com,+92-326-9013690,1963-08-06,Other,Widowed,PhD,1478212,Regular,2022-06-12,True
490,Zoya,Ali,zoya.ali@outlook.com,+92-312-5149223,1962-07-11,Other,Widowed,PhD,1490071,Regular,2022-06-01,True
491,Rabia,Saeed,rabia.saeed@gmail.com,+92-343-4869758,1964-04-13,M,Widowed,Higher Secondary,1184800,Regular,2024-02-08,True
492,Muhammad,Naqvi,muhammad.naqvi@outlook.com,+92-332-7025802,1988-10-12,M,Single,Bachelor,519504,Regular,2025-04-29,True
493,Ayan,Hashmi,ayan.hashmi@yahoo.com,+92-324-4645233,1976-09-21,F,Single,Master,1231063,Regular,2023-01-28,False
494,Khadija,Waseem,khadija.waseem@yahoo.com,+92-308-7260084,1970-05-24,M,Married,PhD,491683,Occasional,2025-03-17,False
495,Jannat,Hashmi,jannat.hashmi@yahoo.com,+92-304-6659180,1951-03-18,M,Single,Master,963420,Regular,2023-05-07,True
496,Shahzad,Malik,shahzad.malik@outlook.com,+92-303-4217003,1954-08-01,Other,Divorced,Master,837971,Regular,2023-10-23,True
497,Ayesha,Abbas,ayesha.abbas@outlook.com,+92-310-7974405,2000-01-26,Other,Married,Master,1383152,Regular,2020-10-26,False
498,Jannat,Iqbal,jannat.iqbal@yahoo.com,+92-327-8331233,1951-04-06,M,Single,Primary,645419,Occasional,2024-09-06,True
499,Ahmed,Hassan,ahmed.hassan@yahoo.com,+92-327-3194919,1986-08-24,Other,Divorced,Bachelor,780476,Occasional,2021-12-27,True
500,Hussein,Rehman,hussein.rehman@yahoo.com,+92-316-7790783,1957-05-18,Other,Widowed,PhD,249312,Occasional,2021-09-28,True
501,Abdullah,Saleem,abdullah.saleem@outlook.com,+92-318-4085412,1974-01-22,M,Widowed,Primary,1025413,Regular,2025-05-16,False
502,Hassan,Malik,hassan.malik@yahoo.com,+92-344-5155019,1960-03-24,M,Single,Secondary,1349969,Regular,2025-03-11,False
503,Zain,Hashmi,zain.hashmi@hotmail.com,+92-333-6438484,1957-08-03,F,Single,Other,1269614,Regular,2023-11-12,True
504,Usman,Raza,usman.raza@outlook.com,+92-333-8711355,1963-05-22,Other,Married,Higher Secondary,817181,Regular,2025-03-02,True
505,Zayan,Zahid,zayan.zahid@outlook.com,+92-313-2821392,1981-05-27,M,Widowed,Bachelor,306683,Occasional,2023-10-18,False
506,Ali,Saleem,ali.saleem@gmail.com,+92-307-7182238,1987-09-14,Other,Divorced,Bachelor,4204768,Premium,2022-03-12,True
507,Zoya,Zahid,zoya.zahid@gmail.com,+92-335-5896208,2003-12-09,M,Married,Other,980757,Regular,2023-10-07,True
508,Sana,Farooq,sana.farooq@gmail.com,+92-301-9362980,1978-01-19,F,Widowed,Secondary,542656,Regular,2024-08-19,False
509,Mariam,Raza,mariam.raza@yahoo.com,+92-326-4180545,1974-08-22,Other,Single,Secondary,1186759,Regular,2023-11-26,True
510,Amina,Abbas,amina.abbas@yahoo.com,+92-338-6826018,1962-03-18,M,Married,Master,2779110,Premium,2025-03-01,True
511,Mahnoor,Waseem,mahnoor.waseem@hotmail.com,+92-335-3956721,1974-07-17,Other,Widowed,PhD,523175,Regular,2021-09-30,True
512,Alina,Zaidi,alina.zaidi@yahoo.com,+92-326-4064742,1959-12-16,Other,Single,Secondary,617387,Regular,2022-12-10,True
513,Amina,Farooq,amina.farooq@gmail.com,+92-334-5582919,1944-12-10,Other,Single,Bachelor,3578714,Premium,2021-08-10,True
514,Shahzad,Rehman,shahzad.rehman@hotmail.com,+92-322-4292271,1982-09-02,F,Married,Secondary,1079182,Regular,2023-02-12,False
515,Bilal,Zahid,bilal.zahid@outlook.com,+92-300-7069420,1965-12-08,Other,Single,Bachelor,304276,Occasional,2024-07-24,True
516,Rabia,Rehman,rabia.rehman@hotmail.com,+92-337-9172943,1953-04-20,Other,Widowed,Higher Secondary,1270101,Regular,2024-04-23,True
517,Hania,Khalid,hania.khalid@hotmail.com,+92-349-7744177,1958-05-11,F,Divorced,Higher Secondary,692867,Occasional,2022-10-02,False
518,Sumaya,Khalid,sumaya.khalid@outlook.com,+92-344-7473283,1991-09-26,F,Married,Secondary,1047463,Regular,2020-12-29,True
519,Haris,Farooq,haris.farooq@outlook.com,+92-340-2945687,1968-02-25,M,Widowed,Primary,951122,Regular,2020-09-09,True
520,Rayyan,Saleem,rayyan.saleem@hotmail.com,+92-336-6777362,1991-07-06,Other,Married,Other,530396,Occasional,2022-09-06,True
521,Aisha,Naeem,aisha.naeem@gmail.com,+92-313-1390650,1950-11-20,Other,Married,Bachelor,599184,Regular,2022-11-09,True
522,Fatima,Hashmi,fatima.hashmi@hotmail.com,+92-318-1780906,1958-11-04,F,Married,Primary,730476,Regular,2021-10-18,False
523,Khadija,Zaidi,khadija.zaidi@hotmail.com,+92-319-1421950,1994-02-25,Other,Single,Primary,273006,Occasional,2022-06-13,True
524,Ali,Siddiqui,ali.siddiqui@yahoo.com,+92-333-6812672,1955-09-03,F,Married,Other,1466868,Regular,2023-08-07,True
525,Noor,Farooq,noor.farooq@hotmail.com,+92-325-2198310,1988-09-01,M,Widowed,PhD,771578,Occasional,2022-06-22,False
526,Ali,Ahmed,ali.ahmed@gmail.com,+92-313-7008022,1998-01-03,M,Married,Other,8453105,VIP,2022-10-19,True
527,Hussein,Hashmi,hussein.hashmi@gmail.com,+92-311-4849569,1961-10-28,M,Married,Bachelor,9927524,VIP,2023-11-30,True
528,Jannat,Siddiqui,jannat.siddiqui@hotmail.com,+92-343-4034241,1951-10-09,Other,Divorced,Higher Secondary,956323,Regular,2021-03-31,True
529,Mariam,Saleem,mariam.saleem@yahoo.com,+92-303-9382935,1981-06-06,F,Divorced,Other,905521,Regular,2021-11-20,True
530,Mariam,Raza,mariam.raza@gmail.com,+92-344-8276996,1996-07-05,M,Widowed,Primary,1272569,Regular,2020-12-08,True
531,Rayyan,Tariq,rayyan.tariq@yahoo.com,+92-321-5035570,1995-02-19,Other,Married,Other,424848,Occasional,2022-04-29,True
532,Arham,Hassan,arham.hassan@gmail.com,+92-303-8775204,1967-11-05,F,Widowed,Bachelor,556490,Occasional,2021-05-17,True
533,Maryam,Shah,maryam.shah@yahoo.com,+92-325-9508856,1969-09-02,Other,Divorced,Bachelor,532641,Regular,2022-09-07,False
534,Nida,Rizvi,nida.rizvi@hotmail.com,+92-315-7428233,1953-07-27,Other,Married,Secondary,3888969,Premium,2021-02-21,True
535,Ibrahim,Rashid,ibrahim.rashid@outlook.com,+92-307-5883734,1974-03-01,Other,Widowed,Higher Secondary,1219727,Regular,2023-12-24,True
536,Ahmed,Farooq,ahmed.farooq@outlook.com,+92-307-8682519,1985-01-12,F,Married,Higher Secondary,713286,Occasional,2025-01-11,True
537,Amina,Farooq,amina.farooq@outlook.com,+92-316-5138493,2005-07-10,F,Widowed,Secondary,3276517,Premium,2025-02-03,False
538,Hussein,Jafri,hussein.jafri@gmail.com,+92-301-1175701,1996-08-08,F,Married,Bachelor,1243838,Regular,2022-01-06,True
539,Jannat,Malik,jannat.malik@outlook.com,+92-313-7070567,1977-08-20,M,Married,Other,1307983,Regular,2020-10-21,True
540,Amaan,Akhtar,amaan.akhtar@hotmail.com,+92-308-8469620,1972-08-21,Other,Married,Secondary,1259427,Regular,2022-10-24,True
541,Umar,Ali,umar.ali@hotmail.com,+92-327-6364481,1984-10-20,M,Widowed,Bachelor,4509268,Premium,2023-08-28,True
542,Maryam,Rizwan,maryam.rizwan@yahoo.com,+92-303-1450456,2006-09-15,F,Single,Bachelor,699303,Occasional,2022-06-11,True
543,Haris,Hassan,haris.hassan@outlook.com,+92-320-8066276,1964-08-09,M,Widowed,Other,1097079,Regular,2021-01-13,True
544,Alina,Ahmed,alina.ahmed@hotmail.com,+92-315-9704003,1953-08-03,Other,Divorced,Secondary,358142,Occasional,2022-10-06,True
545,Zayan,Ahmed,zayan.ahmed@gmail.com,+92-301-4213622,1952-06-13,F,Single,Master,625995,Occasional,2023-07-09,True
546,Zara,Akhtar,zara.akhtar@outlook.com,+92-317-6772263,1994-02-13,Other,Married,Master,1342201,Regular,2025-02-24,False
547,Jannat,Saleem,jannat.saleem@hotmail.com,+92-303-7272193,1962-06-21,F,Widowed,Primary,10337771,VIP,2023-08-08,False
548,Mariam,Qureshi,mariam.qureshi@yahoo.com,+92-320-7584371,1951-03-21,Other,Married,Higher Secondary,1181041,Regular,2021-12-20,True
549,Hafsa,Rehman,hafsa.rehman@outlook.com,+92-346-6411577,2000-12-19,F,Married,Other,618087,Occasional,2024-12-28,False
550,Zayan,Zaidi,zayan.zaidi@hotmail.com,+92-300-1014954,2001-08-11,F,Divorced,Primary,522773,Occasional,2022-11-20,True
551,Ibrahim,Saeed,ibrahim.saeed@hotmail.com,+92-316-2247326,1969-05-09,M,Widowed,Other,1412229,Regular,2020-10-21,True
552,Rabia,Iqbal,rabia.iqbal@gmail.com,+92-344-6209224,1993-08-12,M,Married,Secondary,903378,Regular,2022-09-18,True
553,Jannat,Ali,jannat.ali@outlook.com,+92-317-6494141,1965-10-14,F,Married,Master,7300222,VIP,2021-01-25,True
554,Rabia,Khalid,rabia.khalid@hotmail.com,+92-342-8322529,1998-12-03,F,Single,Other,11402982,VIP,2022-03-09,False
555,Rayyan,Akhtar,rayyan.akhtar@outlook.com,+92-335-4846147,1989-11-23,Other,Divorced,PhD,704747,Regular,2022-10-10,True
556,Hussein,Tariq,hussein.tariq@gmail.com,+92-304-9258063,1974-06-07,M,Married,Bachelor,1301945,Regular,2022-03-31,True
557,Zayan,Nadeem,zayan.nadeem@outlook.com,+92-301-4952591,2002-12-04,Other,Married,Secondary,496370,Occasional,2023-07-03,True
558,Ayan,Naeem,ayan.naeem@yahoo.com,+92-335-3974081,1990-01-20,M,Single,Master,1059214,Regular,2025-07-30,True
559,Sadia,Malik,sadia.malik@gmail.com,+92-348-6387208,1958-04-25,F,Divorced,Bachelor,792053,Occasional,2023-12-11,True
560,Nida,Abbas,nida.abbas@outlook.com,+92-349-3137644,1989-05-14,M,Divorced,Secondary,1326361,Regular,2022-05-20,False
561,Ibrahim,Farooq,ibrahim.farooq@yahoo.com,+92-341-5939684,1951-05-23,Other,Widowed,Bachelor,468137,Occasional,2022-03-17,True
562,Zayan,Hashmi,zayan.hashmi@gmail.com,+92-314-8651596,1962-02-06,M,Single,Other,883636,Regular,2023-12-12,True
563,Maryam,Akhtar,maryam.akhtar@gmail.com,+92-302-3513157,1984-01-02,Other,Widowed,Master,1195689,Regular,2022-07-17,True
564,Zara,Naeem,zara.naeem@yahoo.com,+92-341-4328488,1964-07-02,Other,Married,Master,1168500,Regular,2022-02-20,True
565,Ayan,Ali,ayan.ali@hotmail.com,+92-304-3706801,1953-01-15,Other,Married,Secondary,12463704,VIP,2021-07-01,True
566,Zayan,Siddiqui,zayan.siddiqui@outlook.com,+92-305-8259793,1954-12-27,M,Divorced,Bachelor,3625246,Premium,2020-10-27,True
567,Noor,Naeem,noor.naeem@hotmail.com,+92-349-1701970,1945-08-07,F,Single,PhD,958296,Regular,2020-10-21,True
568,Aisha,Malik,aisha.malik@hotmail.com,+92-332-7272839,1991-06-23,Other,Single,Bachelor,771385,Occasional,2024-03-25,True
569,Sumaya,Waseem,sumaya.waseem@yahoo.com,+92-301-7323815,1995-10-09,F,Divorced,Bachelor,276297,Occasional,2020-11-21,True
570,Rabia,Siddiqui,rabia.siddiqui@yahoo.com,+92-318-4731636,1964-07-10,M,Single,Master,1458258,Regular,2024-02-13,True
571,Ibrahim,Khan,ibrahim.khan@yahoo.com,+92-326-7586380,1968-08-22,Other,Single,Other,1364475,Regular,2021-06-11,True
572,Maryam,Hussain,maryam.hussain@yahoo.com,+92-342-9525138,1966-01-22,Other,Divorced,Primary,860289,Regular,2021-10-08,True
573,Muhammad,Hassan,muhammad.hassan@hotmail.com,+92-307-8506316,2000-08-04,M,Married,PhD,1474196,Regular,2024-01-14,True
