ADDRESS_ID,CUSTOMER_ID,ADDRESS_TYPE,STREET_ADDRESS,CITY,PROVINCE,POSTAL_CODE,COUNTRY,IS_DEFAULT
609,504,Primary,685 Gulberg,Zhob,Balochistan,31545,Pakistan,True
610,505,Primary,866 Clifton,Swat,Khyber Pakhtunkhwa,13766,Pakistan,True
611,506,Primary,House 1 Defence Housing,Lahore,Punjab,93680,Pakistan,True
612,507,Primary,235 Main Boulevard,Abbottabad,Khyber Pakhtunkhwa,49703,Pakistan,True
613,507,Secondary,House 606 Park Road,Khuzdar,Balochistan,68325,Pakistan,False
614,508,Primary,House 392 Gulberg,Khuzdar,Balochistan,84596,Pakistan,True
615,509,Primary,Block A Mall Road,Karachi,Sindh,27850,Pakistan,True
616,510,Primary,House 114 Bahria Town,Rawalakot,Azad Kashmir,78641,Pakistan,True
617,511,Primary,827 DHA,Larkana,Sindh,91688,Pakistan,True
618,512,Primary,978 Mall Road,Muzaffarabad,Azad Kashmir,68445,Pakistan,True
619,513,Primary,50 Park Road,Muzaffarabad,Azad Kashmir,30459,Pakistan,True
620,513,Secondary,696 Cantt,Muzaffarabad,Azad Kashmir,76799,Pakistan,False
621,514,Primary,Block C Cantt,Chilas,Gilgit-Baltistan,60834,Pakistan,True
622,515,Primary,Block E Main Boulevard,Sialkot,Punjab,52559,Pakistan,True
623,516,Primary,House 390 Model Town,Muzaffarabad,Azad Kashmir,64071,Pakistan,True
624,517,Primary,902 University Road,Zhob,Balochistan,39371,Pakistan,True
625,518,Primary,Block C Johar Town,Chilas,Gilgit-Baltistan,65481,Pakistan,True
626,519,Primary,House 916 Saddar,Sukkur,Sindh,52424,Pakistan,True
627,520,Primary,Block C University Road,Rawalakot,Azad Kashmir,67099,Pakistan,True
628,521,Primary,House 325 Cantt,Skardu,Gilgit-Baltistan,49447,Pakistan,True
629,522,Primary,House 861 Johar Town,Mirpur,Azad Kashmir,57659,Pakistan,True
630,523,Primary,Block E Industrial Area,Kotli,Azad Kashmir,15138,Pakistan,True
631,524,Primary,221 Model Town,Swat,Khyber Pakhtunkhwa,29541,Pakistan,True
632,525,Primary,986 Bahria Town,Gilgit,Gilgit-Baltistan,71264,Pakistan,True
633,525,Secondary,449 Industrial Area,Karachi,Sindh,26377,Pakistan,False
634,526,Primary,Block B Saddar,Bahawalpur,Punjab,79087,Pakistan,True
635,527,Primary,110 College Road,Muzaffarabad,Azad Kashmir,18646,Pakistan,True
636,528,Primary,Block C Mall Road,Rawalakot,Azad Kashmir,40907,Pakistan,True
637,529,Primary,House 549 Cantt,Gwadar,Balochistan,64709,Pakistan,True
638,530,Primary,Block A Park Road,Rawalakot,Azad Kashmir,36000,Pakistan,True
639,531,Primary,House 434 Mall Road,Nowshera,Khyber Pakhtunkhwa,56978,Pakistan,True
640,532,Primary,Block A DHA,Turbat,Balochistan,98098,Pakistan,True
641,532,Secondary,Block E Industrial Area,Nawabshah,Sindh,12674,Pakistan,False
642,533,Primary,435 DHA,Swat,Khyber Pakhtunkhwa,13797,Pakistan,True
643,534,Primary,Block D Main Boulevard,Larkana,Sindh,25064,Pakistan,True
644,534,Secondary,498 Defence Housing,Swat,Khyber Pakhtunkhwa,37393,Pakistan,False
645,535,Primary,Block B Bahria Town,Quetta,Balochistan,88559,Pakistan,True
646,536,Primary,Block D Bahria Town,Larkana,Sindh,97054,Pakistan,True
647,537,Primary,Block C Main Boulevard,Jacobabad,Sindh,68517,Pakistan,True
648,538,Primary,Block C Bahria Town,Hyderabad,Sindh,70473,Pakistan,True
649,539,Primary,House 71 Clifton,Astore,Gilgit-Baltistan,70318,Pakistan,True
650,540,Primary,Block E Bahria Town,Hyderabad,Sindh,82692,Pakistan,True
651,541,Primary,Block A Saddar,Chilas,Gilgit-Baltistan,37012,Pakistan,True
652,542,Primary,Block C Bahria Town,Mansehra,Khyber Pakhtunkhwa,81224,Pakistan,True
653,543,Primary,Block C Gulberg,Mirpur Khas,Sindh,52070,Pakistan,True
654,544,Primary,Block B Gulberg,Gujranwala,Punjab,61477,Pakistan,True
655,544,Secondary,House 632 Industrial Area,Gilgit,Gilgit-Baltistan,47711,Pakistan,False
656,545,Primary,House 237 DHA,Kotli,Azad Kashmir,88041,Pakistan,True
657,546,Primary,House 772 DHA,Charsadda,Khyber Pakhtunkhwa,31673,Pakistan,True
658,547,Primary,House 974 Park Road,Jacobabad,Sindh,58664,Pakistan,True
659,547,Secondary,House 11 Mall Road,Chaman,Balochistan,50203,Pakistan,False
660,548,Primary,House 301 Defence Housing,Kotli,Azad Kashmir,88962,Pakistan,True
661,549,Primary,Block B University Road,Larkana,Sindh,40134,Pakistan,True
662,549,Secondary,Block A Defence Housing,Larkana,Sindh,36250,Pakistan,False
663,550,Primary,House 329 Defence Housing,Hyderabad,Sindh,21188,Pakistan,True
664,551,Primary,797 DHA,Chaman,Balochistan,69396,Pakistan,True
665,552,Primary,House 981 Mall Road,Quetta,Balochistan,41699,Pakistan,True
666,553,Primary,4 College Road,Gwadar,Balochistan,38440,Pakistan,True
667,554,Primary,Block E University Road,Skardu,Gilgit-Baltistan,49578,Pakistan,True
668,555,Primary,988 Main Boulevard,Mirpur Khas,Sindh,56569,Pakistan,True
669,555,Secondary,House 23 Johar Town,Multan,Punjab,61148,Pakistan,False
670,556,Primary,Block D Model Town,Sargodha,Punjab,54546,Pakistan,True
671,557,Primary,House 51 Industrial Area,Abbottabad,Khyber Pakhtunkhwa,41607,Pakistan,True
672,557,Secondary,House 528 Bahria Town,Kotli,Azad Kashmir,89408,Pakistan,False
673,558,Primary,House 158 Johar Town,Nowshera,Khyber Pakhtunkhwa,12405,Pakistan,True
674,558,Secondary,614 Saddar,Gilgit,Gilgit-Baltistan,83705,Pakistan,False
675,559,Primary,House 75 Cantt,Nawabshah,Sindh,59939,Pakistan,True
676,560,Primary,918 College Road,Rawalpindi,Punjab,28294,Pakistan,True
677,560,Secondary,Block E Park Road,Mirpur,Azad Kashmir,73627,Pakistan,False
678,561,Primary,House 351 Industrial Area,Mardan,Khyber Pakhtunkhwa,69373,Pakistan,True
679,562,Primary,House 224 Park Road,Faisalabad,Punjab,88631,Pakistan,True
680,563,Primary,House 483 Saddar,Kotli,Azad Kashmir,88045,Pakistan,True
681,564,Primary,Block C Johar Town,Zhob,Balochistan,50139,Pakistan,True
682,565,Primary,505 University Road,Chilas,Gilgit-Baltistan,99415,Pakistan,True
683,566,Primary,House 641 Cantt,Kotli,Azad Kashmir,58599,Pakistan,True
684,567,Primary,949 Saddar,Mansehra,Khyber Pakhtunkhwa,32674,Pakistan,True
685,568,Primary,667 Mall Road,Karachi,Sindh,57702,Pakistan,True
686,569,Primary,757 University Road,Astore,Gilgit-Baltistan,13127,Pakistan,True
687,570,Primary,Block B Gulberg,Khuzdar,Balochistan,25966,Pakistan,True
688,571,Primary,House 259 Johar Town,Mirpur,Azad Kashmir,28811,Pakistan,True
689,572,Primary,House 25 Cantt,Peshawar,Khyber Pakhtunkhwa,30710,Pakistan,True
690,573,Primary,Block C Defence Housing,Faisalabad,Punjab,39051,Pakistan,True
691,574,Primary,House 258 University Road,Gilgit,Gilgit-Baltistan,49388,Pakistan,True
692,574,Secondary,House 643 Saddar,Sialkot,Punjab,10867,Pakistan,False
693,575,Primary,House 360 Industrial Area,Rawalakot,Azad Kashmir,59889,Pakistan,True
694,575,Secondary,532 Clifton,Gilgit,Gilgit-Baltistan,41517,Pakistan,False
695,576,Primary,Block C Industrial Area,Astore,Gilgit-Baltistan,87430,Pakistan,True
696,576,Secondary,House 270 University Road,Muzaffarabad,Azad Kashmir,20305,Pakistan,False
697,577,Primary,Block D University Road,Gilgit,Gilgit-Baltistan,30887,Pakistan,True
698,578,Primary,Block A Johar Town,Kotli,Azad Kashmir,78602,Pakistan,True
699,579,Primary,House 34 Gulberg,Kotli,Azad Kashmir,24424,Pakistan,True
700,580,Primary,House 640 Clifton,Abbottabad,Khyber Pakhtunkhwa,31926,Pakistan,True
701,581,Primary,Block E Saddar,Rawalakot,Azad Kashmir,26258,Pakistan,True
702,582,Primary,762 Model Town,Rawalakot,Azad Kashmir,12232,Pakistan,True
703,583,Primary,667 Main Boulevard,Zhob,Balochistan,73261,Pakistan,True
704,583,Secondary,390 Cantt,Kotli,Azad Kashmir,65017,Pakistan,False
705,584,Primary,451 DHA,Abbottabad,Khyber Pakhtunkhwa,87664,Pakistan,True
706,585,Primary,Block D Park Road,Quetta,Balochistan,99299,Pakistan,True
707,585,Secondary,Block C Park Road,Kotli,Azad Kashmir,32914,Pakistan,False
708,586,Primary,House 973 Johar Town,Chaman,Balochistan,38832,Pakistan,True
709,587,Primary,House 867 Bahria Town,Hyderabad,Sindh,73061,Pakistan,True
710,588,Primary,Block A Industrial Area,Kotli,Azad Kashmir,88198,Pakistan,True
711,588,Secondary,Block D College Road,Chaman,Balochistan,30820,Pakistan,False
712,589,Primary,546 Defence Housing,Lahore,Punjab,71169,Pakistan,True
713,590,Primary,House 339 College Road,Kotli,Azad Kashmir,93867,Pakistan,True
714,591,Primary,Block B Gulberg,Faisalabad,Punjab,73513,Pakistan,True
715,591,Secondary,920 Defence Housing,Skardu,Gilgit-Baltistan,91523,Pakistan,False
716,592,Primary,730 Clifton,Mirpur,Azad Kashmir,60530,Pakistan,True
717,593,Primary,House 91 Gulberg,Mansehra,Khyber Pakhtunkhwa,72257,Pakistan,True
718,594,Primary,150 Saddar,Rawalakot,Azad Kashmir,64664,Pakistan,True
719,594,Secondary,154 Industrial Area,Peshawar,Khyber Pakhtunkhwa,15136,Pakistan,False
720,595,Primary,Block E Model Town,Sukkur,Sindh,50388,Pakistan,True
721,596,Primary,Block C Bahria Town,Astore,Gilgit-Baltistan,90806,Pakistan,True
722,597,Primary,House 747 Mall Road,Mirpur,Azad Kashmir,69211,Pakistan,True
723,597,Secondary,Block D Cantt,Faisalabad,Punjab,93539,Pakistan,False
724,598,Primary,Block D Mall Road,Turbat,Balochistan,37590,Pakistan,True
725,599,Primary,Block A Main Boulevard,Astore,Gilgit-Baltistan,20005,Pakistan,True
726,600,Primary,Block E Clifton,Rawalpindi,Punjab,90613,Pakistan,True
727,600,Secondary,Block B Main Boulevard,Sukkur,Sindh,24443,Pakistan,False
728,601,Primary,House 199 Industrial Area,Skardu,Gilgit-Baltistan,75415,Pakistan,True
729,602,Primary,Block C Bahria Town,Kotli,Azad Kashmir,62054,Pakistan,True
730,603,Primary,Block E Main Boulevard,Peshawar,Khyber Pakhtunkhwa,44531,Pakistan,True
731,604,Primary,Block C Bahria Town,Nawabshah,Sindh,77316,Pakistan,True
732,605,Primary,Block B Model Town,Gwadar,Balochistan,54443,Pakistan,True
733,605,Secondary,House 962 College Road,Sukkur,Sindh,11297,Pakistan,False
734,606,Primary,Block D Clifton,Chaman,Balochistan,57386,Pakistan,True
735,607,Primary,Block A Bahria Town,Mansehra,Khyber Pakhtunkhwa,23010,Pakistan,True
736,608,Primary,183 Clifton,Larkana,Sindh,86235,Pakistan,True
737,609,Primary,9 Mall Road,Multan,Punjab,11465,Pakistan,True
738,610,Primary,976 Mall Road,Rawalakot,Azad Kashmir,38043,Pakistan,True
739,611,Primary,Block D Mall Road,Hyderabad,Sindh,43713,Pakistan,True
740,612,Primary,Block B Clifton,Kotli,Azad Kashmir,91708,Pakistan,True
741,613,Primary,House 881 Main Boulevard,Chaman,Balochistan,74169,Pakistan,True
742,614,Primary,Block C Mall Road,Charsadda,Khyber Pakhtunkhwa,74202,Pakistan,True
743,614,Secondary,House 909 Defence Housing,Mirpur Khas,Sindh,49789,Pakistan,False
744,615,Primary,House 257 Model Town,Swat,Khyber Pakhtunkhwa,98306,Pakistan,True
745,616,Primary,488 Bahria Town,Gujranwala,Punjab,40532,Pakistan,True
746,617,Primary,House 339 Johar Town,Abbottabad,Khyber Pakhtunkhwa,82136,Pakistan,True
747,618,Primary,Block C Gulberg,Karachi,Sindh,54012,Pakistan,True
748,619,Primary,48 Clifton,Swat,Khyber Pakhtunkhwa,91555,Pakistan,True
749,620,Primary,House 260 College Road,Nawabshah,Sindh,48095,Pakistan,True
750,621,Primary,House 686 College Road,Kotli,Azad Kashmir,93107,Pakistan,True
751,621,Secondary,Block E College Road,Nawabshah,Sindh,84076,Pakistan,False
752,622,Primary,Block C Bahria Town,Multan,Punjab,20081,Pakistan,True
753,623,Primary,91 Bahria Town,Larkana,Sindh,90678,Pakistan,True
754,624,Primary,House 86 DHA,Gwadar,Balochistan,41139,Pakistan,True
755,625,Primary,90 DHA,Rawalpindi,Punjab,98814,Pakistan,True
756,626,Primary,House 736 Johar Town,Nawabshah,Sindh,76311,Pakistan,True
757,627,Primary,765 Bahria Town,Astore,Gilgit-Baltistan,52740,Pakistan,True
758,628,Primary,House 118 Bahria Town,Rawalakot,Azad Kashmir,17503,Pakistan,True
759,629,Primary,645 Industrial Area,Nawabshah,Sindh,62655,Pakistan,True
760,629,Secondary,House 529 Industrial Area,Zhob,Balochistan,97118,Pakistan,False
761,630,Primary,House 605 Defence Housing,Quetta,Balochistan,94301,Pakistan,True
762,631,Primary,716 DHA,Kotli,Azad Kashmir,55667,Pakistan,True
763,632,Primary,House 611 Clifton,Muzaffarabad,Azad Kashmir,88038,Pakistan,True
764,633,Primary,579 Cantt,Gujranwala,Punjab,66233,Pakistan,True
765,633,Secondary,955 Park Road,Sukkur,Sindh,79619,Pakistan,False
766,634,Primary,House 549 Model Town,Faisalabad,Punjab,72584,Pakistan,True
767,635,Primary,180 Cantt,Abbottabad,Khyber Pakhtunkhwa,20262,Pakistan,True
768,635,Secondary,Block B Defence Housing,Zhob,Balochistan,71968,Pakistan,False
769,636,Primary,House 18 College Road,Skardu,Gilgit-Baltistan,58025,Pakistan,True
770,637,Primary,542 College Road,Larkana,Sindh,47752,Pakistan,True
771,637,Secondary,Block B Bahria Town,Faisalabad,Punjab,76973,Pakistan,False
772,638,Primary,House 735 Model Town,Skardu,Gilgit-Baltistan,21973,Pakistan,True
773,639,Primary,House 123 Gulberg,Quetta,Balochistan,17120,Pakistan,True
774,640,Primary,839 DHA,Kotli,Azad Kashmir,60931,Pakistan,True
775,641,Primary,934 Main Boulevard,Rawalakot,Azad Kashmir,27831,Pakistan,True
776,642,Primary,Block C Industrial Area,Astore,Gilgit-Baltistan,31237,Pakistan,True
777,643,Primary,House 12 Main Boulevard,Muzaffarabad,Azad Kashmir,86317,Pakistan,True
778,644,Primary,House 915 Defence Housing,Gilgit,Gilgit-Baltistan,51352,Pakistan,True
779,645,Primary,Block A DHA,Mirpur Khas,Sindh,99952,Pakistan,True
780,646,Primary,House 7 College Road,Larkana,Sindh,84100,Pakistan,True
781,647,Primary,Block B Bahria Town,Turbat,Balochistan,81960,Pakistan,True
782,648,Primary,House 251 DHA,Mirpur,Azad Kashmir,50083,Pakistan,True
783,649,Primary,Block B Clifton,Multan,Punjab,59626,Pakistan,True
784,649,Secondary,875 Saddar,Zhob,Balochistan,72930,Pakistan,False
785,650,Primary,House 402 Model Town,Sialkot,Punjab,76274,Pakistan,True
786,650,Secondary,625 Clifton,Mardan,Khyber Pakhtunkhwa,46019,Pakistan,False
787,651,Primary,House 712 Saddar,Astore,Gilgit-Baltistan,40430,Pakistan,True
788,652,Primary,House 288 College Road,Sargodha,Punjab,92045,Pakistan,True
789,653,Primary,Block D Mall Road,Astore,Gilgit-Baltistan,65810,Pakistan,True
790,654,Primary,Block D Defence Housing,Mansehra,Khyber Pakhtunkhwa,90467,Pakistan,True
791,655,Primary,113 Gulberg,Mardan,Khyber Pakhtunkhwa,35445,Pakistan,True
792,656,Primary,Block E Bahria Town,Zhob,Balochistan,19774,Pakistan,True
793,657,Primary,Block A Mall Road,Astore,Gilgit-Baltistan,79298,Pakistan,True
794,658,Primary,Block C Bahria Town,Peshawar,Khyber Pakhtunkhwa,73322,Pakistan,True
795,659,Primary,145 Cantt,Rawalpindi,Punjab,61343,Pakistan,True
796,659,Secondary,Block E DHA,Mansehra,Khyber Pakhtunkhwa,82505,Pakistan,False
797,660,Primary,203 DHA,Chilas,Gilgit-Baltistan,74432,Pakistan,True
798,661,Primary,Block A Main Boulevard,Multan,Punjab,53651,Pakistan,True
799,661,Secondary,Block E College Road,Gwadar,Balochistan,44351,Pakistan,False
800,662,Primary,Block E Gulberg,Quetta,Balochistan,15037,Pakistan,True
801,663,Primary,Block A Bahria Town,Astore,Gilgit-Baltistan,51850,Pakistan,True
802,664,Primary,Block C Defence Housing,Lahore,Punjab,22603,Pakistan,True
803,665,Primary,House 81 Saddar,Peshawar,Khyber Pakhtunkhwa,78829,Pakistan,True
804,666,Primary,Block B University Road,Peshawar,Khyber Pakhtunkhwa,29274,Pakistan,True
805,666,Secondary,House 942 Main Boulevard,Mirpur Khas,Sindh,79542,Pakistan,False
806,667,Primary,Block C Johar Town,Chilas,Gilgit-Baltistan,25909,Pakistan,True
807,668,Primary,House 294 Model Town,Astore,Gilgit-Baltistan,61285,Pakistan,True
808,669,Primary,House 196 DHA,Gilgit,Gilgit-Baltistan,31680,Pakistan,True
809,669,Secondary,Block D Cantt,Gwadar,Balochistan,61749,Pakistan,False
810,670,Primary,Block D Industrial Area,Chilas,Gilgit-Baltistan,78605,Pakistan,True
811,671,Primary,House 312 Johar Town,Gujranwala,Punjab,37845,Pakistan,True
812,672,Primary,Block E Model Town,Rawalpindi,Punjab,19514,Pakistan,True
813,673,Primary,House 368 University Road,Skardu,Gilgit-Baltistan,49791,Pakistan,True
814,673,Secondary,526 Defence Housing,Khuzdar,Balochistan,55319,Pakistan,False
815,674,Primary,House 904 Cantt,Gujranwala,Punjab,99119,Pakistan,True
816,675,Primary,Block E Model Town,Khuzdar,Balochistan,93522,Pakistan,True
817,676,Primary,737 Johar Town,Nawabshah,Sindh,74713,Pakistan,True
818,676,Secondary,House 900 Clifton,Mirpur Khas,Sindh,22202,Pakistan,False
819,677,Primary,581 Main Boulevard,Rawalpindi,Punjab,45238,Pakistan,True
820,678,Primary,Block E Main Boulevard,Karachi,Sindh,30940,Pakistan,True
821,678,Secondary,House 386 Johar Town,Lahore,Punjab,87035,Pakistan,False
822,679,Primary,792 Johar Town,Kotli,Azad Kashmir,98722,Pakistan,True
823,680,Primary,House 627 DHA,Sukkur,Sindh,22791,Pakistan,True
824,681,Primary,Block D Main Boulevard,Turbat,Balochistan,93333,Pakistan,True
825,682,Primary,House 939 DHA,Chilas,Gilgit-Baltistan,57390,Pakistan,True
826,683,Primary,Block C College Road,Gilgit,Gilgit-Baltistan,88920,Pakistan,True
827,684,Primary,Block C Bahria Town,Gilgit,Gilgit-Baltistan,68334,Pakistan,True
828,685,Primary,House 513 Defence Housing,Mirpur,Azad Kashmir,82660,Pakistan,True
829,686,Primary,Block C University Road,Rawalpindi,Punjab,92538,Pakistan,True
830,687,Primary,House 437 Johar Town,Mirpur,Azad Kashmir,51361,Pakistan,True
831,687,Secondary,490 Industrial Area,Mansehra,Khyber Pakhtunkhwa,76268,Pakistan,False
832,688,Primary,567 University Road,Lahore,Punjab,25313,Pakistan,True
833,689,Primary,Block A College Road,Gwadar,Balochistan,87472,Pakistan,True
834,690,Primary,738 Defence Housing,Chilas,Gilgit-Baltistan,55205,Pakistan,True
835,691,Primary,469 Gulberg,Chilas,Gilgit-Baltistan,87521,Pakistan,True
836,692,Primary,House 451 Defence Housing,Gilgit,Gilgit-Baltistan,13644,Pakistan,True
837,693,Primary,194 Clifton,Kotli,Azad Kashmir,36562,Pakistan,True
838,694,Primary,Block C Main Boulevard,Jacobabad,Sindh,84157,Pakistan,True
839,695,Primary,42 Johar Town,Sargodha,Punjab,75025,Pakistan,True
840,696,Primary,House 591 Johar Town,Hyderabad,Sindh,95269,Pakistan,True
841,697,Primary,660 Gulberg,Charsadda,Khyber Pakhtunkhwa,85642,Pakistan,True
842,698,Primary,53 Johar Town,Mirpur,Azad Kashmir,91216,Pakistan,True
843,699,Primary,28 Clifton,Turbat,Balochistan,72443,Pakistan,True
844,700,Primary,352 DHA,Lahore,Punjab,47957,Pakistan,True
845,701,Primary,Block A Gulberg,Sargodha,Punjab,90181,Pakistan,True
846,701,Secondary,House 428 Johar Town,Chaman,Balochistan,71028,Pakistan,False
847,702,Primary,524 University Road,Charsadda,Khyber Pakhtunkhwa,30809,Pakistan,True
848,703,Primary,Block A Mall Road,Astore,Gilgit-Baltistan,19021,Pakistan,True
849,704,Primary,House 417 Park Road,Nowshera,Khyber Pakhtunkhwa,21678,Pakistan,True
850,705,Primary,Block D University Road,Nowshera,Khyber Pakhtunkhwa,73999,Pakistan,True
851,705,Secondary,Block E Johar Town,Quetta,Balochistan,58939,Pakistan,False
852,706,Primary,440 DHA,Larkana,Sindh,41766,Pakistan,True
853,707,Primary,Block A College Road,Gilgit,Gilgit-Baltistan,87267,Pakistan,True
854,708,Primary,918 College Road,Sukkur,Sindh,49620,Pakistan,True
855,709,Primary,House 119 Model Town,Rawalakot,Azad Kashmir,85042,Pakistan,True
856,710,Primary,742 Mall Road,Larkana,Sindh,11543,Pakistan,True
857,711,Primary,469 Mall Road,Khuzdar,Balochistan,67906,Pakistan,True
858,712,Primary,House 799 Industrial Area,Mirpur Khas,Sindh,86619,Pakistan,True
859,713,Primary,House 804 Bahria Town,Sargodha,Punjab,70237,Pakistan,True
860,714,Primary,Block E College Road,Hyderabad,Sindh,87503,Pakistan,True
861,715,Primary,125 Bahria Town,Chilas,Gilgit-Baltistan,30171,Pakistan,True
862,716,Primary,Block D Defence Housing,Astore,Gilgit-Baltistan,43802,Pakistan,True
863,716,Secondary,544 Model Town,Lahore,Punjab,24153,Pakistan,False
864,717,Primary,491 DHA,Gwadar,Balochistan,21383,Pakistan,True
865,718,Primary,592 Johar Town,Hyderabad,Sindh,35122,Pakistan,True
866,719,Primary,926 Industrial Area,Chaman,Balochistan,65786,Pakistan,True
867,720,Primary,463 Main Boulevard,Rawalpindi,Punjab,67801,Pakistan,True
868,721,Primary,Block C Mall Road,Bahawalpur,Punjab,58984,Pakistan,True
869,722,Primary,House 711 Saddar,Gilgit,Gilgit-Baltistan,35489,Pakistan,True
870,722,Secondary,House 75 DHA,Rawalakot,Azad Kashmir,54500,Pakistan,False
871,723,Primary,Block A Cantt,Rawalakot,Azad Kashmir,75211,Pakistan,True
872,724,Primary,House 907 Industrial Area,Abbottabad,Khyber Pakhtunkhwa,92068,Pakistan,True
873,724,Secondary,90 Cantt,Khuzdar,Balochistan,42095,Pakistan,False
874,725,Primary,House 934 Gulberg,Karachi,Sindh,40959,Pakistan,True
875,725,Secondary,House 440 Saddar,Chilas,Gilgit-Baltistan,20376,Pakistan,False
876,726,Primary,Block D Clifton,Mansehra,Khyber Pakhtunkhwa,86673,Pakistan,True
877,727,Primary,Block E Bahria Town,Chaman,Balochistan,90871,Pakistan,True
878,728,Primary,Block E Cantt,Kotli,Azad Kashmir,70914,Pakistan,True
879,729,Primary,69 College Road,Rawalakot,Azad Kashmir,53597,Pakistan,True
880,730,Primary,Block B Saddar,Peshawar,Khyber Pakhtunkhwa,15165,Pakistan,True
881,730,Secondary,House 637 Cantt,Nowshera,Khyber Pakhtunkhwa,95738,Pakistan,False
882,731,Primary,House 735 Saddar,Charsadda,Khyber Pakhtunkhwa,58384,Pakistan,True
883,732,Primary,Block D Bahria Town,Sargodha,Punjab,84713,Pakistan,True
884,733,Primary,125 Model Town,Astore,Gilgit-Baltistan,94093,Pakistan,True
885,734,Primary,Block C Clifton,Multan,Punjab,48166,Pakistan,True
886,735,Primary,713 Clifton,Faisalabad,Punjab,44517,Pakistan,True
887,736,Primary,Block D Gulberg,Rawalpindi,Punjab,44440,Pakistan,True
888,737,Primary,House 820 College Road,Gilgit,Gilgit-Baltistan,94685,Pakistan,True
889,737,Secondary,Block A Defence Housing,Rawalpindi,Punjab,81955,Pakistan,False
890,738,Primary,House 440 Model Town,Hyderabad,Sindh,68265,Pakistan,True
891,739,Primary,House 87 Mall Road,Bahawalpur,Punjab,23120,Pakistan,True
892,740,Primary,Block B Johar Town,Rawalakot,Azad Kashmir,64987,Pakistan,True
893,741,Primary,661 Clifton,Gilgit,Gilgit-Baltistan,22937,Pakistan,True
894,742,Primary,Block D Clifton,Sargodha,Punjab,35480,Pakistan,True
895,743,Primary,450 DHA,Gwadar,Balochistan,56107,Pakistan,True
896,744,Primary,874 Defence Housing,Multan,Punjab,59750,Pakistan,True
897,745,Primary,Block D Mall Road,Rawalpindi,Punjab,53674,Pakistan,True
898,745,Secondary,House 412 Park Road,Jacobabad,Sindh,79954,Pakistan,False
899,746,Primary,House 328 Park Road,Lahore,Punjab,76045,Pakistan,True
900,747,Primary,House 189 Cantt,Zhob,Balochistan,87972,Pakistan,True
901,748,Primary,House 933 Clifton,Gwadar,Balochistan,87741,Pakistan,True
902,748,Secondary,House 403 College Road,Kotli,Azad Kashmir,36927,Pakistan,False
903,749,Primary,Block A DHA,Nawabshah,Sindh,29374,Pakistan,True
904,749,Secondary,Block C Main Boulevard,Quetta,Balochistan,16103,Pakistan,False
905,750,Primary,House 770 DHA,Mirpur,Azad Kashmir,21420,Pakistan,True
906,751,Primary,Block B Saddar,Karachi,Sindh,58288,Pakistan,True
907,752,Primary,Block D Johar Town,Rawalakot,Azad Kashmir,41604,Pakistan,True
908,753,Primary,House 268 College Road,Nawabshah,Sindh,69513,Pakistan,True
909,754,Primary,332 Park Road,Gwadar,Balochistan,86644,Pakistan,True
910,755,Primary,Block D Model Town,Gwadar,Balochistan,96475,Pakistan,True
911,756,Primary,508 Gulberg,Faisalabad,Punjab,44894,Pakistan,True
912,757,Primary,Block B College Road,Rawalakot,Azad Kashmir,47357,Pakistan,True
913,758,Primary,569 Main Boulevard,Zhob,Balochistan,57286,Pakistan,True
914,759,Primary,437 Main Boulevard,Swat,Khyber Pakhtunkhwa,77880,Pakistan,True
915,759,Secondary,Block A Mall Road,Khuzdar,Balochistan,63004,Pakistan,False
916,760,Primary,House 210 Mall Road,Rawalpindi,Punjab,76514,Pakistan,True
917,761,Primary,318 Industrial Area,Khuzdar,Balochistan,57220,Pakistan,True
918,761,Secondary,865 Industrial Area,Mirpur Khas,Sindh,94520,Pakistan,False
919,762,Primary,House 138 Industrial Area,Jacobabad,Sindh,70697,Pakistan,True
920,762,Secondary,House 970 University Road,Quetta,Balochistan,73798,Pakistan,False
921,763,Primary,Block C Park Road,Nowshera,Khyber Pakhtunkhwa,54685,Pakistan,True
922,763,Secondary,472 Industrial Area,Abbottabad,Khyber Pakhtunkhwa,41754,Pakistan,False
923,764,Primary,House 953 Cantt,Muzaffarabad,Azad Kashmir,47649,Pakistan,True
924,765,Primary,House 682 College Road,Chilas,Gilgit-Baltistan,57839,Pakistan,True
925,766,Primary,290 DHA,Karachi,Sindh,64109,Pakistan,True
926,767,Primary,333 College Road,Karachi,Sindh,62761,Pakistan,True
927,768,Primary,130 College Road,Gwadar,Balochistan,91213,Pakistan,True
928,769,Primary,House 661 Clifton,Karachi,Sindh,82906,Pakistan,True
929,769,Secondary,House 75 Model Town,Bahawalpur,Punjab,78598,Pakistan,False
930,770,Primary,185 Clifton,Kotli,Azad Kashmir,79814,Pakistan,True
931,771,Primary,House 480 Model Town,Sukkur,Sindh,41998,Pakistan,True
932,771,Secondary,Block D Model Town,Astore,Gilgit-Baltistan,57418,Pakistan,False
933,772,Primary,811 Saddar,Gwadar,Balochistan,83555,Pakistan,True
934,773,Primary,Block E Mall Road,Rawalakot,Azad Kashmir,16703,Pakistan,True
935,774,Primary,House 880 Cantt,Rawalakot,Azad Kashmir,90939,Pakistan,True
936,775,Primary,Block A College Road,Abbottabad,Khyber Pakhtunkhwa,36521,Pakistan,True
937,776,Primary,Block C Defence Housing,Jacobabad,Sindh,61149,Pakistan,True
938,777,Primary,Block C Park Road,Multan,Punjab,66942,Pakistan,True
